ID|#60878025|#10026541|#
WALMART_DOTCOM VENDOR_ITEM_NUM|#[TXL-2791A]|#null|#
WALMART_DOTCOM AEROSOL_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM CHAR_PRIMARY_CATEGORY_PATH|#[Apparel/ARCHIVE/Other Apparel]|#null|#
WALMART_DOTCOM WALMART_CANONICAL_URL|#[/ip/No-Boundaries-Women-s-Maisie-Bronze-Mary-Janes/10037926]|#null|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#[0068113114553]|#null|#
WALMART_DOTCOM VENDOR_PACK_QTY|#[6]|#null|#
WALMART_DOTCOM RPPC_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM GTIN|#[00681131165686]|#null|#
WALMART_DOTCOM SHELF_DESCRIPTION|#[&nbsp;]|#null|#
WALMART_DOTCOM REPT_HIER_SUB_CAT|#[9178]|#null|#
WALMART_DOTCOM RUNOUT_OVERRIDE_FLAG|#[Y]|#null|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#[0:5438:1106693:1106401]|#null|#
WALMART_DOTCOM IS_CONTENT_OK|#[N]|#null|#
WALMART_DOTCOM FUEL_RESTRICTION_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM CHEMICAL_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM REPT_HIER_DEPT|#[8738]|#null|#
WALMART_DOTCOM URL|#[N]|#null|#
WALMART_DOTCOM PRICE_CHANGE_REASON_CODE|#[BP]|#null|#
WALMART_DOTCOM UPC|#[0068113116568]|#null|#
WALMART_DOTCOM Size|#[8]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#[Shoes]|#null|#
WALMART_DOTCOM Finer Categorizations|#[Dress Shoes, Casual Shoes, Other Shoes]|#null|#
WALMART_DOTCOM PESTICIDE_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#[IDG]|#null|#
WALMART_DOTCOM REPT_HIER_CAT|#[4629]|#null|#
WALMART_DOTCOM ITEM_CLASS_NAME|#[Apparel]|#null|#
WALMART_DOTCOM NON_SPILLABLE_BATTERY_IND_FLAG|#[N]|#null|#
WALMART_DOTCOM INBOUND_ITEM_CLASS|#[C]|#null|#
WALMART_DOTCOM ORMD|#[N]|#null|#
WALMART_DOTCOM Color|#[Bronze]|#null|#
WALMART_DOTCOM HAS_WARRANTY|#[N]|#null|#
WALMART_DOTCOM SHORT_DESCRIPTION|#[&nbsp;]|#null|#
WALMART_DOTCOM WM_ITEM_NUM|#[002572318]|#null|#
WALMART_DOTCOM ITEM_NAME|#[No Boundaries - Women's Maisie Bronze Mary Janes]|#null|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#[W NB MAISIE BRONZE]|#null|#
WALMART_DOTCOM DISPLAY_STATUS|#[-99]|#null|#
WALMART_DOTCOM IS_PERISHABLE|#[N]|#null|#
WALMART_DOTCOM STANDARD_UPC|#[681131165686]|#null|#
WALMART_DOTCOM PHOTOGRAPHY_INSTRUCTIONS|#[N]|#null|#
WALMART_DOTCOM IS_BASE_ITEM|#[N]|#null|#
WALMART_DOTCOM MIN_QTY|#[1]|#null|#
WALMART_STORES mdse_subgroup_desc|#null|#[SHOES]|#
WALMART_STORES dept_subcatg_desc|#null|#[REGIONAL/SPARE SC/FL]|#
WALMART_STORES item_cube_qty|#null|#[0.1]|#
WALMART_STORES product_desc|#null|#[DOT.COM DEPT.25]|#
WALMART_STORES item_length_qty|#null|#[7.44]|#
WALMART_STORES vnpk_cube_qty|#null|#[0.917]|#
WALMART_STORES mdse_segment_desc|#null|#[APPAREL]|#
WALMART_STORES dept_catg_grp_desc|#null|#[MISC AL PR HI]|#
WALMART_STORES upc_desc|#null|#[W SHOES]|#
WALMART_STORES brand_name|#null|#[NO BOUNDARIES]|#
WALMART_STORES whpk_length_qty|#null|#[14.96]|#
WALMART_STORES vnpk_height_qty|#null|#[11.22]|#
WALMART_STORES vnpk_width_qty|#null|#[9.448]|#
WALMART_STORES whpk_height_qty|#null|#[11.22]|#
WALMART_STORES vnpk_cost_amt|#null|#[25.998]|#
WALMART_STORES item1_desc|#null|#[W NB MAISIE BRONZE]|#
WALMART_STORES mdse_subcatg_desc|#null|#[Regional/Spare SC/FL]|#
WALMART_STORES case_upc_nbr|#null|#[2572318]|#
WALMART_STORES consumer_item_desc|#null|#[W NB MAISIE BRONZE]|#
WALMART_STORES gp_supplier_name|#null|#[FU FENG GROUP (HK) INVESTMENT LTD]|#
WALMART_STORES vnpk_length_qty|#null|#[14.96]|#
WALMART_STORES vendor_name|#null|#[IMPORT-FU FENG GROUP (HK) INVE]|#
WALMART_STORES vendor_nbr|#null|#[9578]|#
WALMART_STORES item_height_qty|#null|#[10.236]|#
WALMART_STORES dept_category_desc|#null|#[REGIONAL]|#
WALMART_STORES vnpk_weight_qty|#null|#[7.0547]|#
WALMART_STORES brand_owner_name|#null|#[WALMART PRIVATE LABEL]|#
WALMART_STORES brand_family_name|#null|#[NO BOUNDARIES]|#
WALMART_STORES upc_nbr|#null|#[68113116568]|#
WALMART_STORES product_nbr|#null|#[7450857]|#
WALMART_STORES season_year|#null|#[2008]|#
WALMART_STORES mdse_catg_desc|#null|#[SHOES REGIONAL]|#
WALMART_STORES item_width_qty|#null|#[2.283]|#
WALMART_STORES gp_supplier_id|#null|#[28023375]|#
WALMART_STORES fineline_desc|#null|#[DO NOT USE]|#
WALMART_STORES item2_desc|#null|#[ONLINE ARCHIVE]|#

ID|#61003401|#10055765|#
Source|#WALMART_STORES|#WALMART_DOTCOM|#
Title|#ES NATALIE BRN|#Earth Spirit - Women's Natalie Skimmer Flats|#
pd_title|#[ES NATALIE BRN]|#[Earth Spirit - Women's Natalie Skimmer Flats]|#
req_brand_name|#[EARTH SHOE]|#null|#
req_description|#[ES NATALIE BRN, ONLINE ARCHIVE, DOT.COM DEPT.25]|#[<UL><LI> Vegetable-dyed leather upper Â <LI> Gelron 2000 insole Â <LI> Water-based adhesives <LI> Recycled cardboard used in shanks <LI> Vamp has herringbone stitching and mini cutouts Â <LI> Non-slip outsole Â <LI> Comes in a box made without glue, using only 100% post-consumer recycled material and soy-based inks <LI> Color: Brown </UL>, These environmentally conscious shoes let you make eco-friendly fashion statements from the bottom up.]|#
req_category|#[REGIONAL/SPARE SC/FL, SHOES, REGIONAL, SHOES REGIONAL]|#[Casual Shoes, UNASSIGNED/UNASSIGNED SHELF, Apparel, Other Shoes]|#
req_upc|#[84589101177]|#[845891011779, 00845891011779, 0084589101177]|#
normalized_upc_1|#null|#[00845891011779]|#
normalized_upc_2|#[00845891011779]|#[00845891011779, 08458910117790]|#
req_upc_10|#null|#[8458910117]|#
req_upc_11|#[84589101177]|#[84589101177, 08458910117]|#
req_upc_12|#null|#[845891011779, 084589101177]|#
req_upc_13|#null|#[0845891011779, 0084589101177]|#
req_upc_14|#null|#[00845891011779, 00084589101177]|#
WALMART_DOTCOM BASE_ITEM_ID|#null|#[10055752]|#
WALMART_DOTCOM IS_HAZARD_MATERIAL|#null|#[N]|#
WALMART_DOTCOM ITEM_SHIP_CLASS|#null|#[0]|#
WALMART_DOTCOM VENDOR_ITEM_NUM|#null|#[24273W NATALIE]|#
WALMART_DOTCOM AEROSOL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHAR_PRIMARY_CATEGORY_PATH|#null|#[UNASSIGNED/UNASSIGNED SHELF]|#
WALMART_DOTCOM WALMART_CANONICAL_URL|#null|#[/ip/Earth-Spirit-Women-s-Natalie-Skimmer-Flats/10055765]|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#null|#[0084589101176]|#
WALMART_DOTCOM VENDOR_PACK_QTY|#null|#[6]|#
WALMART_DOTCOM RPPC_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM GTIN|#null|#[00845891011779]|#
WALMART_DOTCOM REPT_HIER_SUB_CAT|#null|#[9178]|#
WALMART_DOTCOM RUNOUT_OVERRIDE_FLAG|#null|#[Y]|#
WALMART_DOTCOM IS_CONTENT_OK|#null|#[N]|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#null|#[0:-100:-102]|#
WALMART_DOTCOM REPT_HIER_DEPT|#null|#[8738]|#
WALMART_DOTCOM FUEL_RESTRICTION_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHEMICAL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM URL|#null|#[N]|#
WALMART_DOTCOM Size|#null|#[6.5]|#
WALMART_DOTCOM UPC|#null|#[0084589101177]|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#null|#[Shoes]|#
WALMART_DOTCOM Finer Categorizations|#null|#[Casual Shoes, Other Shoes]|#
WALMART_DOTCOM PESTICIDE_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM REPT_HIER_CAT|#null|#[4629]|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#null|#[IDG]|#
WALMART_DOTCOM ITEM_CLASS_NAME|#null|#[Apparel]|#
WALMART_DOTCOM NON_SPILLABLE_BATTERY_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM INBOUND_ITEM_CLASS|#null|#[C]|#
WALMART_DOTCOM ORMD|#null|#[N]|#
WALMART_DOTCOM Color|#null|#[Brown]|#
WALMART_DOTCOM HAS_WARRANTY|#null|#[N]|#
WALMART_DOTCOM LONG_DESCRIPTION|#null|#[<UL><LI> Vegetable-dyed leather upper Â <LI> Gelron 2000 insole Â <LI> Water-based adhesives <LI> Recycled cardboard used in shanks <LI> Vamp has herringbone stitching and mini cutouts Â <LI> Non-slip outsole Â <LI> Comes in a box made without glue, using only 100% post-consumer recycled material and soy-based inks <LI> Color: Brown </UL>]|#
WALMART_DOTCOM SHORT_DESCRIPTION|#null|#[These environmentally conscious shoes let you make eco-friendly fashion statements from the bottom up.]|#
WALMART_DOTCOM ITEM_NAME|#null|#[Earth Spirit - Women's Natalie Skimmer Flats]|#
WALMART_DOTCOM WM_ITEM_NUM|#null|#[002578693]|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#null|#[ES NATALIE BRN]|#
WALMART_DOTCOM DISPLAY_STATUS|#null|#[-99]|#
WALMART_DOTCOM IS_PERISHABLE|#null|#[N]|#
WALMART_DOTCOM STANDARD_UPC|#null|#[845891011779]|#
WALMART_DOTCOM PHOTOGRAPHY_INSTRUCTIONS|#null|#[N]|#
WALMART_DOTCOM IS_BASE_ITEM|#null|#[N]|#
WALMART_DOTCOM MIN_QTY|#null|#[1]|#
WALMART_STORES mdse_subgroup_desc|#[SHOES]|#null|#
WALMART_STORES dept_subcatg_desc|#[REGIONAL/SPARE SC/FL]|#null|#
WALMART_STORES item_cube_qty|#[0.161]|#null|#
WALMART_STORES product_desc|#[DOT.COM DEPT.25]|#null|#
WALMART_STORES mdse_segment_desc|#[APPAREL]|#null|#
WALMART_STORES vnpk_cube_qty|#[1.247]|#null|#
WALMART_STORES item_length_qty|#[11.22]|#null|#
WALMART_STORES dept_catg_grp_desc|#[MISC AL PR HI]|#null|#
WALMART_STORES upc_desc|#[SHOES]|#null|#
WALMART_STORES brand_name|#[EARTH SHOE]|#null|#
WALMART_STORES whpk_length_qty|#[13.582]|#null|#
WALMART_STORES vnpk_height_qty|#[12.401]|#null|#
WALMART_STORES vnpk_width_qty|#[12.795]|#null|#
WALMART_STORES whpk_height_qty|#[12.401]|#null|#
WALMART_STORES vnpk_cost_amt|#[80.6088]|#null|#
WALMART_STORES item1_desc|#[ES NATALIE BRN]|#null|#
WALMART_STORES mdse_subcatg_desc|#[Regional/Spare SC/FL]|#null|#
WALMART_STORES case_upc_nbr|#[2578693]|#null|#
WALMART_STORES consumer_item_desc|#[ES NATALIE BRN]|#null|#
WALMART_STORES gp_supplier_name|#[EARTH, INC]|#null|#
WALMART_STORES vnpk_length_qty|#[13.582]|#null|#
WALMART_STORES vendor_name|#[IMPORT-EARTH, INC]|#null|#
WALMART_STORES dept_category_desc|#[REGIONAL]|#null|#
WALMART_STORES vendor_nbr|#[13179]|#null|#
WALMART_STORES item_height_qty|#[3.937]|#null|#
WALMART_STORES vnpk_weight_qty|#[9.2594]|#null|#
WALMART_STORES brand_owner_name|#[WALMART PRIVATE LABEL]|#null|#
WALMART_STORES brand_family_name|#[EARTH SHOE]|#null|#
WALMART_STORES upc_nbr|#[84589101177]|#null|#
WALMART_STORES product_nbr|#[7450857]|#null|#
WALMART_STORES mdse_catg_desc|#[SHOES REGIONAL]|#null|#
WALMART_STORES season_year|#[2008]|#null|#
WALMART_STORES item_width_qty|#[6.299]|#null|#
WALMART_STORES gp_supplier_id|#[28067140]|#null|#
