ID|#1242642|#S0026553|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#[0002724255192]|#null|#
WALMART_DOTCOM VARIANT_MIN_PRICE|#[29.92]|#null|#
WALMART_DOTCOM GTIN|#[00027242551923]|#null|#
WALMART_DOTCOM SHELF_DESCRIPTION|#[32 MB storage capacity, 10-pin connector, use with Sony and other brands of digital products]|#null|#
WALMART_DOTCOM RUNOUT_OVERRIDE_FLAG|#[Y]|#null|#
WALMART_DOTCOM ITEM_SHORT_NAME|#[Sony 32 MB Memory Stick]|#null|#
WALMART_DOTCOM IS_CONTENT_OK|#[Y]|#null|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#[0:-100:-102]|#null|#
WALMART_DOTCOM PRICE_CHANGE_REASON_CODE|#[AR]|#null|#
WALMART_DOTCOM INSTRUCTION_LANGUAGES|#[English]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#[Digital Cameras]|#null|#
WALMART_DOTCOM Finer Categorizations|#[Other Memory Cards, USB & Flash Drives]|#null|#
WALMART_DOTCOM FRAUD_RISK_FACTOR|#[1]|#null|#
WALMART_DOTCOM Compatibility|#[Non-specific]|#null|#
WALMART_DOTCOM MFG_NO|#[MSA32A]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#[IDG]|#null|#
WALMART_DOTCOM MODEL_NUM|#[MSA32A]|#null|#
WALMART_DOTCOM ITEM_CLASS_NAME|#[Electronics]|#null|#
WALMART_DOTCOM COMMENTS|#[  Per Andrea for FTC compliance project]|#null|#
WALMART_DOTCOM ORMD|#[N]|#null|#
WALMART_DOTCOM VARIANT_MAX_PRICE|#[29.92]|#null|#
WALMART_DOTCOM HAS_WARRANTY|#[Y]|#null|#
WALMART_DOTCOM SHORT_DESCRIPTION|#[Smaller than you'd expect and bigger than you'd imagine, the Memory Stick will store digital information just like any other memory card. Use it with Sony and other compatible brands of digital cameras, camcorders and MP3 players.<p> <FONT COLOR="003399"> <b>This item is currently available online only.</b> </FONT> <p>]|#null|#
WALMART_DOTCOM LONG_DESCRIPTION|#[<UL><LI>32 MB storage capacity<LI>Ultra-small, thin design<LI>Erasure-prevention switch<LI>10-pin connector for high reliability</UL>]|#null|#
WALMART_DOTCOM ITEM_NAME|#[Sony 32 MB Memory Stick]|#null|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#[32 MB MEMORY STICK]|#null|#
WALMART_DOTCOM WM_ITEM_NUM|#[000622354]|#null|#
WALMART_DOTCOM Compatible Slots|#[1 x Memory Stick]|#null|#
WALMART_DOTCOM INSTRUCTION_MANUAL|#[Y]|#null|#
WALMART_DOTCOM ACTIVE_CODE|#[A]|#null|#
WALMART_DOTCOM DISPLAY_STATUS|#[-99]|#null|#
WALMART_DOTCOM IS_NEW_ITEM|#[N]|#null|#
WALMART_DOTCOM IS_PERISHABLE|#[N]|#null|#
WALMART_DOTCOM STANDARD_UPC|#[027242551923]|#null|#
WALMART_DOTCOM PHOTOGRAPHY_INSTRUCTIONS|#[n]|#null|#
WALMART_DOTCOM IS_BASE_ITEM|#[Y]|#null|#
WALMART_DOTCOM MIN_QTY|#[1]|#null|#
CNET Flash Memory / Storage Capacity|#null|#[32]|#
CNET General#Compatibility|#null|#[Non-specific]|#
CNET Compatibility Information#Designed For|#null|#[Sony DSR-PD100A, DSR-PD150, ICD-MS515, ICD-MS515VTP � Sony Cyber-shot DSC-T11 � Sony Handycam CCD-TRV25, DCR-IP220, DCR-IP220BT, DCR-IP55, DCR-IP55E, DCR-IP7, DCR-IP7BT, DCR-IP7E, DCR-PC100E, DCR-PC101, DCR-PC101E, DCR-PC101KITB, DCR-PC105, DCR-PC105E, DCR-PC110, DCR-PC110E, DCR-PC115, DCR-PC120, DCR-PC120BT, DCR-PC120E, DCR-PC3, DCR-PC330, DCR-PC3E, DCR-PC4, DCR-PC5, DCR-PC5E, DCR-PC9, DCR-PC9E, DCR-TRV11, DCR-TRV17, DCR-TRV17E, DCR-TRV18, DCR-TRV20, DCR-TRV22E, DCR-TRV25, DCR-TRV27, DCR-TRV27E, DCR-TRV30, DCR-TRV320, DCR-TRV320E, DCR-TRV33, DCR-TRV330, DCR-TRV33E, DCR-TRV340, DCR-TRV350, DCR-TRV355, DCR-TRV355E, DCR-TRV38, DCR-TRV39, DCR-TRV510E, DCR-TRV520, DCR-TRV520E, DCR-TRV525, DCR-TRV530, DCR-TRV60, DCR-TRV60E, DCR-TRV70, DCR-TRV720, DCR-TRV720E, DCR-TRV730, DCR-TRV740, DCR-TRV80, DCR-TRV80E, DCR-TRV820, DCR-TRV820E, DCR-TRV830, DCR-TRV840, DCR-TRV900E, DCR-TRV950, DCR-TRV950E, DCR-VX2000, DCR-VX2000 Pro, DCR-VX2000E, DCR-VX2100 � Sony Mavica-MVC-CD1000, MVC-FD200, MVC-FD92, MVC-FD97 � Sony VAIO PCG-FRV34, PCG-FRV35, PCG-GRS515M, PCG-GRS515SP, PCG-GRS515SP/R, PCG-GRS614MK, PCG-GRS614MP, PCG-GRS615SK, PCG-GRS615SP, PCG-GRS700, PCG-GRT100, PCG-GRT1002A, PCG-GRT160, PCG-GRT170, PCG-GRT190G, PCG-GRT240G, PCG-GRT250, PCG-GRT260G, PCG-GRT270, PCG-GRT270G, PCG-GRT280ZG, PCG-GRT715E, PCG-GRT715M, PCG-GRT716S, PCG-GRT785B, PCG-GRT785E, PCG-GRT786M, PCG-GRT795MP, PCG-GRT796HP, PCG-GRT796SP, PCG-GRT816S, PCG-GRV670, PCG-GRV670P, PCG-GRV680, PCG-GRV680P, PCG-GRX316SP, PCG-GRX580, PCG-GRZ515G, PCG-GRZ530, PCG-GRZ600, PCG-GRZ610, PCG-GRZ615G, PCG-GRZ615M, PCG-GRZ615S, PCG-GRZ630, PCG-GRZ660, PCG-GT1, PCG-R505DS, PCG-R505DSK, PCG-R505DSP, PCG-R505ESK, PCG-R505GC SuperSlim Pro, PCG-R505GCK SuperSlim Pro, PCG-R505GCP SuperSlim Pro, PCG-R505GL SuperSlim Pro, PCG-R505GLK SuperSlim Pro, PCG-R505JE, PCG-R505JEK, PCG-R505JEP, PCG-R505JLK, PCG-R505JLP, PCG-R505JS, PCG-R505JSK, PCG-R505JSP, PCG-V505DC2, PCG-Z600REK, VGN-A140]|#
CNET Flash Memory / Form Factor|#null|#[Memory Stick]|#
CNET Header / Packaged Quantity|#null|#[1]|#
CNET Header / Manufacturer|#null|#[Sony]|#
CNET Product Description|#null|#[Sony - flash memory card - 32 MB - MS]|#
CNET Header / Product Line|#null|#[Sony]|#
CNET General#Product Type|#null|#[Flash memory card]|#
CNET Key Selling Points|#null|#[<?xml version="1.0" encoding="UTF-8"?><body><ul><li><![CDATA[Memory Stick Digital Data Storage]]></li><li><![CDATA[32MB Storage Capacity]]></li><li><![CDATA[Ultra-Small, Thin Design]]></li><li><![CDATA[Ultra-fast transfer time: (up to:) 1.5MB/sec write speed; 2.4MB/sec read speed]]></li><li><![CDATA[Durable and rugged]]></li><li><![CDATA[Ideal size for multimedia products]]></li><li><![CDATA[10-Pin Connector for High Reliability]]></li><li><![CDATA[(Write) prevention switch protects stored data from accidentally being erased]]></li></ul></body>]|#
CNET Manufacturer Part Number|#null|#[MSA-32A]|#
CNET Header / Brand|#null|#[Sony]|#
CNET Manufacturer|#null|#[Sony]|#
CNET Image Id|#null|#[I06345]|#
CNET Header / Compatibility|#null|#[PC]|#
CNET Memory#Form Factor|#null|#[Memory Stick]|#
CNET General#Storage Capacity|#null|#[32 MB]|#
CNET Marketing Description|#null|#[This ultra-small flash memory card with thin design is ideal for use in small digital AV electronics products, such as Sony Digital Handycam camcorders, and digital still cameras.<br />]|#
CNET Flash Memory / Product Type|#null|#[Flash memory card]|#
CNET Flash Memory / Compatibility|#null|#[Non-specific]|#

ID|#27675517|#S0077167|#
Source|#WALMART_DOTCOM|#CNET|#
Title|#Oki 320/321 and 184T Printhead|#OKI - Printhead - 1 - 200 million characters - for Microline 184 Turbo, 186, 321, 321 Elite|#
pd_title|#[Oki 320/321 and 184T Printhead]|#[OKI - Printhead - 1 - 200 million characters - for Microline 184 Turbo, 186, 321, 321 Elite]|#
req_brand_name|#null|#[OKI]|#
req_manufacturer|#null|#[OKI]|#
req_description|#null|#[OKI - printhead]|#
req_category|#null|#[Printing consumables]|#
req_upc|#null|#[0765787186223]|#
normalized_upc_1|#null|#[00765787186223]|#
normalized_upc_2|#null|#[07657871862232]|#
req_upc_11|#null|#[76578718622]|#
req_upc_12|#null|#[765787186223]|#
req_upc_13|#null|#[0765787186223]|#
req_upc_14|#null|#[00765787186223]|#
WALMART_DOTCOM composite_wood_code|#[1]|#null|#
WALMART_DOTCOM suggested_product_type|#[printer_maintenance_kits]|#null|#
CNET Consumable#Duty Cycle|#null|#[Up to 200 million characters]|#
CNET General / Printer Consumable Class|#null|#[Consumables and kits]|#
CNET Header / Manufacturer|#null|#[OKI]|#
CNET Consumable / Duty Cycle|#null|#[200 million characters]|#
CNET Product Description|#null|#[OKI - printhead]|#
CNET General / Technology|#null|#[Impact]|#
CNET Header / Product Line|#null|#[OKI]|#
CNET Consumable#Printing Technology|#null|#[Dot-matrix]|#
CNET Header / Brand|#null|#[OKI]|#
CNET Consumable / Consumable Type|#null|#[Printhead]|#
CNET Manufacturer|#null|#[OKI]|#
CNET Image Id|#null|#[I01610]|#
CNET Designed For|#null|#[Microline 184 Turbo, 186, 321, 321 Elite]|#
CNET Header / Localization|#null|#[N/a]|#
CNET Consumable#Included Qty|#null|#[1]|#
CNET Marketing Description|#null|#[OKI offers the Replacement Printhead for the Microline 184 Turbo, 320, and 321 dot matrix printers. This user-replaceable printhead has an average lifetime of 200 million characters in 10 cpi draft mode at normal 25% duty and 35% page density.<br />]|#
CNET Included Qty|#null|#[1]|#
CNET UPC|#null|#[0765787186223]|#
CNET Compatibility Information#Designed For|#null|#[OKI Microline 184 Turbo, 186, 321, 321 Elite]|#
CNET Header / Packaged Quantity|#null|#[1]|#
CNET Miscellaneous / Category of Accessory|#null|#[Printing consumables]|#
CNET Manufacturer Part Number|#null|#[50063802]|#
CNET General / Consumable Subcategory|#null|#[Maintenance supplies and parts]|#
CNET Header / Compatibility|#null|#[PC]|#
CNET Consumable#Consumable Type|#null|#[Printhead]|#
CNET Printing Technology|#null|#[Dot-matrix]|#
CNET Consumable Type|#null|#[Printhead]|#
CNET Header / Country Kits|#null|#[N/a]|#
CNET Duty Cycle|#null|#[Up to 200 million characters]|#

ID|#931958|#S0113404|#
Source|#WALMART_DOTCOM|#CNET|#
Title|#Mustek Plug-N-Scan 1200 UB Scanner|#Mustek Plug-n-Scan - Flatbed scanner - A4 - 600 dpi x 1200 dpi - USB|#
pd_title|#[Mustek Plug-N-Scan 1200 UB Scanner]|#[Mustek Plug-n-Scan - Flatbed scanner - A4 - 600 dpi x 1200 dpi - USB]|#
req_brand_name|#null|#[Mustek]|#
req_manufacturer|#[Mustek]|#[Mustek]|#
req_description|#[<UL><LI>Model No. 1200UB<LI>600 x 1200 dpi high-resolution<LI>48-bit color<LI>Slim styling<LI>Easy USB installation<LI>No power adapter needed</UL>, This USB scanner's slim styling and powerful capabilities make it the perfect accessory for your on-the-go scanning needs.]|#[Mustek Plug-n-Scan - flatbed scanner]|#
req_category|#[UNASSIGNED/UNASSIGNED SHELF, Electronics]|#[Flatbed scanner - desktop]|#
req_upc|#[00748011213308, 748011213308, 0074801121330]|#[0748011213308]|#
normalized_upc_1|#[00748011213308]|#[00748011213308]|#
normalized_upc_2|#[07480112133088, 00748011213308]|#[07480112133088]|#
req_upc_10|#[7480112133]|#null|#
req_upc_11|#[07480112133, 74801121330]|#[74801121330]|#
req_upc_12|#[074801121330, 748011213308]|#[748011213308]|#
req_upc_13|#[0748011213308, 0074801121330]|#[0748011213308]|#
req_upc_14|#[00748011213308, 00074801121330]|#[00748011213308]|#
Weight|#[5.1 lbs]|#[5.1 lbs]|#
Interpolated Resolution|#[19200 dpi x 19200 dpi]|#[19200 dpi x 19200 dpi]|#
Document Feeder Type|#[Manual load]|#[Manual load]|#
Optical Resolution|#[600 dpi x 1200 dpi]|#[600 dpi x 1200 dpi]|#
Flash Memory|#[32 KB]|#[32 KB]|#
Max Supported Document Size|#[A4 (8.25 in x 11.7 in)]|#[A4 (8.25 in x 11.7 in)]|#
Max Document Size|#[8.25 in x 11.7 in]|#[8.25 in x 11.7 in]|#
Supported Document Type|#[Plain paper, bulk objects (such as books)]|#[Plain paper, bulk objects (such as books)]|#
UPC|#[0074801121330]|#[0748011213308]|#
Input Type|#[Color]|#[Color]|#
WALMART_DOTCOM BASE_ITEM_ID|#[931958]|#null|#
WALMART_DOTCOM Min Hard Drive Space|#[32 MB]|#null|#
WALMART_DOTCOM CHAR_PRIMARY_CATEGORY_PATH|#[UNASSIGNED/UNASSIGNED SHELF]|#null|#
WALMART_DOTCOM WALMART_CANONICAL_URL|#[/ip/Mustek-Plug-N-Scan-1200-UB-Scanner/931958]|#null|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#[0074801121330]|#null|#
WALMART_DOTCOM VARIANT_MIN_PRICE|#[49.63]|#null|#
WALMART_DOTCOM Scan Mode|#[Single-pass]|#null|#
WALMART_DOTCOM SHELF_DESCRIPTION|#[Model No. 1200UB, 600 x 1200 dpi resolution, 48-bit color, USB Interface, easy installation]|#null|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#[0:-100:-102]|#null|#
WALMART_DOTCOM IS_CONTENT_OK|#[Y]|#null|#
WALMART_DOTCOM Width|#[10.6 in]|#null|#
WALMART_DOTCOM PRICE_CHANGE_REASON_CODE|#[AR]|#null|#
WALMART_DOTCOM Cables Included|#[1 x serial cable]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#[IDG]|#null|#
WALMART_DOTCOM ITEM_CLASS_NAME|#[Electronics]|#null|#
WALMART_DOTCOM PRODUCT_KIND_ID|#[6]|#null|#
WALMART_DOTCOM COMMENTS|#[ Per Andrea for FTC compliance project]|#null|#
WALMART_DOTCOM Peripheral / Interface Devices|#[CD-ROM]|#null|#
WALMART_DOTCOM Height|#[2.1 in]|#null|#
WALMART_DOTCOM Service & Support Details|#[Limited warranty - parts and labor - 1 year - carry-in]|#null|#
WALMART_DOTCOM HAS_WARRANTY|#[Y]|#null|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#[PS 1200 SCNR W/USB]|#null|#
WALMART_DOTCOM ITEM_NAME|#[Mustek Plug-N-Scan 1200 UB Scanner]|#null|#
WALMART_DOTCOM WM_ITEM_NUM|#[5540715]|#null|#
WALMART_DOTCOM DISPLAY_STATUS|#[-99]|#null|#
WALMART_DOTCOM LEAD_TIME|#[1]|#null|#
WALMART_DOTCOM IS_PERISHABLE|#[N]|#null|#
WALMART_DOTCOM Software Included|#[Drivers & Utilities]|#null|#
WALMART_DOTCOM IS_BASE_ITEM|#[Y]|#null|#
WALMART_DOTCOM MIN_QTY|#[1]|#null|#
WALMART_DOTCOM Connections|#[1 x USB - 4 pin USB Type A]|#null|#
WALMART_DOTCOM MANUFACTURER_NAME|#[Mustek]|#null|#
WALMART_DOTCOM SORT_ITEM_NAME|#[Mustek Plug-N-Scan 1200 UB Scanner]|#null|#
WALMART_DOTCOM IS_HAZARD_MATERIAL|#[N]|#null|#
WALMART_DOTCOM VENDOR_ITEM_NUM|#[PS 1200UB]|#null|#
WALMART_DOTCOM Grayscale Depth|#[12-bit gray]|#null|#
WALMART_DOTCOM Type|#[Flatbed scanner - desktop]|#null|#
WALMART_DOTCOM Depth|#[16.3 in]|#null|#
WALMART_DOTCOM Min Processor Type|#[Intel Pentium - 75 MHz]|#null|#
WALMART_DOTCOM Min RAM Size|#[16 MB]|#null|#
WALMART_DOTCOM Color Depth|#[36-bit color]|#null|#
WALMART_DOTCOM GTIN|#[00748011213308]|#null|#
WALMART_DOTCOM OS Required|#[Microsoft Windows 98, Apple MacOS 8.1 or later]|#null|#
WALMART_DOTCOM APO_AFO|#[Y]|#null|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#[Electronics - General]|#null|#
WALMART_DOTCOM WARRANTY_U_L_LISTED|#[Y]|#null|#
WALMART_DOTCOM FRAUD_RISK_FACTOR|#[1]|#null|#
WALMART_DOTCOM MODEL_NUM|#[1200UB]|#null|#
WALMART_DOTCOM ORMD|#[N]|#null|#
WALMART_DOTCOM Compliant Standards|#[Plug and Play, TWAIN]|#null|#
WALMART_DOTCOM VARIANT_MAX_PRICE|#[49.63]|#null|#
WALMART_DOTCOM LONG_DESCRIPTION|#[<UL><LI>Model No. 1200UB<LI>600 x 1200 dpi high-resolution<LI>48-bit color<LI>Slim styling<LI>Easy USB installation<LI>No power adapter needed</UL>]|#null|#
WALMART_DOTCOM SHORT_DESCRIPTION|#[This USB scanner's slim styling and powerful capabilities make it the perfect accessory for your on-the-go scanning needs.]|#null|#
WALMART_DOTCOM Service & Support|#[1 year warranty]|#null|#
WALMART_DOTCOM INSTRUCTION_MANUAL|#[Y]|#null|#
WALMART_DOTCOM ACTIVE_CODE|#[D]|#null|#
WALMART_DOTCOM IS_NEW_ITEM|#[N]|#null|#
WALMART_DOTCOM STANDARD_UPC|#[748011213308]|#null|#
CNET Dimensions & Weight / Width|#null|#[10.6]|#
CNET Scanner#Grayscale Depth|#null|#[12-bit gray]|#
CNET Manufacturer Warranty#Service & Support|#null|#[1 year warranty]|#
CNET Scanner#Compliant Standards|#null|#[TWAIN]|#
CNET Dimensions & Weight#Weight|#null|#[5.1 lbs]|#
CNET Header / Manufacturer|#null|#[Mustek]|#
CNET General#Max Supported Document Size|#null|#[A4 (8.25 in x 11.7 in)]|#
CNET Header / Product Line|#null|#[Mustek Plug-n-Scan]|#
CNET Expansion / Connectivity#Connections|#null|#[1 x USB - 4 pin USB Type A]|#
CNET Device Type|#null|#[Flatbed scanner - desktop]|#
CNET Header / Brand|#null|#[Mustek]|#
CNET Scanner / Grayscale Depth|#null|#[12-bit gray]|#
CNET Image Id|#null|#[I24702]|#
CNET System Requirements / OS Required|#null|#[Microsoft Windows 98, Apple MacOS 8.1 or later]|#
CNET Scanner#Scan Mode|#null|#[Single-pass]|#
CNET Miscellaneous#Cables Included|#null|#[1 x serial cable]|#
CNET System Requirements|#null|#[Microsoft Windows 98, Apple MacOS 8.1 or later]|#
CNET Scanner / Interface Type|#null|#[USB]|#
CNET Manufacturer Warranty#Service & Support Details|#null|#[Limited warranty - parts and labor - 1 year - carry-in]|#
CNET Software / System Requirements#OS Required|#null|#[Microsoft Windows 98, Apple MacOS 8.1 or later]|#
CNET Marketing Description|#null|#[The Plug-n-Scan 1200 UB's slim styling and powerful scanning capabilities make it the perfect accessory for your on-the-go scanning needs. The USB connection makes installation and scanning quick and easy, and since power is provided from the USB port, the 1200 UB is ready to scan wherever you go!<br />Installation of the Plug-n-Scan 1200 UB couldn't be easier. With the power of a Universal Serial Bus connection, simply plug the 1200 UB scanner into the USB port on your Windows 98 computer or Apple iMac.<br />]|#
CNET Manufacturer Warranty|#null|#[1 year warranty]|#
CNET Software / System Requirements#Min Hard Drive Space|#null|#[32 MB]|#
CNET Software / System Requirements#Peripheral / Interface Devices|#null|#[CD-ROM]|#
CNET Dimensions & Weight#Height|#null|#[2.1 in]|#
CNET Header / Packaged Quantity|#null|#[1]|#
CNET Interface Type|#null|#[USB]|#
CNET Scanner / Color Depth|#null|#[36-bit color]|#
CNET Scanner / Max Supported Document Size|#null|#[A4 (8.25 in x 11.7 in)]|#
CNET Media Handling#Document Feeder Type|#null|#[Manual load]|#
CNET Manufacturer Part Number|#null|#[1200UB]|#
CNET Dimensions & Weight / Height|#null|#[2.1]|#
CNET Grayscale / Color Depth|#null|#[12-bit gray / 36-bit color]|#
CNET Dimensions & Weight / Depth|#null|#[16.3]|#
CNET Header / Compatibility|#null|#[Mac, PC]|#
CNET Scanner / Supported Document Type|#null|#[Plain paper, Bulk objects (such as books)]|#
CNET Scanner#Optical Resolution|#null|#[600 dpi x 1200 dpi]|#
CNET Service & Support / Type|#null|#[1 year warranty ]|#
CNET Software / System Requirements#Min Processor Type|#null|#[Intel Pentium - 75 MHz]|#
CNET Scanner / Max H-Optical Resolution|#null|#[600]|#
CNET Scanner / Max V-Optical Resolution|#null|#[1200]|#
CNET Scanner#Color Depth|#null|#[36-bit color]|#
CNET Media Handling#Supported Document Type|#null|#[Plain paper, bulk objects (such as books)]|#
CNET Dimensions (WxDxH)|#null|#[10.6 in x 16.3 in x 2.1 in]|#
CNET Media Handling#Max Document Size|#null|#[8.25 in x 11.7 in]|#
CNET Scanner#Input Type|#null|#[Color]|#
CNET Product Description|#null|#[Mustek Plug-n-Scan - flatbed scanner]|#
CNET Scanner / Type|#null|#[Flatbed scanner]|#
CNET Scanner#Interpolated Resolution|#null|#[19200 dpi x 19200 dpi]|#
CNET Manufacturer|#null|#[Mustek]|#
CNET Software / System Requirements#Software Included|#null|#[Drivers & Utilities]|#
CNET General#Type|#null|#[Flatbed scanner - desktop]|#
CNET Scanner / Form Factor|#null|#[Desktop]|#
CNET Dimensions & Weight#Width|#null|#[10.6 in]|#
CNET Memory#Flash Memory|#null|#[32 KB]|#
CNET General#Interface Type|#null|#[USB]|#
CNET Software / System Requirements#Min RAM Size|#null|#[16 MB]|#
CNET Scanner / Input Type|#null|#[Color]|#
CNET Scanner / Document Feeder Type|#null|#[Manual load]|#
CNET Miscellaneous#Compliant Standards|#null|#[Plug and Play]|#
CNET Dimensions & Weight#Depth|#null|#[16.3 in]|#
CNET Dimensions & Weight / Weight|#null|#[5.1]|#

ID|#28687137|#S0366962|#
Source|#WALMART_DOTCOM|#CNET|#
