7783#202537967 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.2,0,0.111,0.753,0.289,0.221,0.298,0.408,0,0.25,0.647,0.418,0.364,0.267,mismatch
7783#202755491 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.154,0,0.074,0.663,0.099,0.122,0.144,0.408,0,0.25,0.668,0.437,0.423,0.401,mismatch
7783#202900030 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.165,0,0.077,0.598,0.105,0.177,0.231,0.408,0,0.25,0.707,0.472,0.486,0.401,mismatch
7783#202900227 ==> 1,0,0,?,?,?,?,?,?,?,?,0.165,0,0.077,0.598,0.105,0.177,0.231,0.612,0,0.429,0.857,0.659,0.561,0.75,match
7783#204419878 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.073,0,0.034,0.526,0.137,0.319,0.185,0.548,0,0.375,0.742,0.442,0.412,0.267,mismatch
7936#90104307 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.163,0,0.069,0.631,0.075,0.272,0.075,0.204,0,0.111,0.749,0.429,0.394,0.429,match
7936#90138537 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.076,0,0.032,0.539,0.036,0.177,0,0.408,0,0.25,0.679,0.477,0.517,0.286,mismatch
7936#202537967 ==> 1,0,0.222,0,0,0,0,0.1,0.286,0.118,0.167,0.092,0,0.048,0.634,0.201,0.096,0.15,0.408,0,0.25,0.619,0.418,0.39,0.286,mismatch
7936#202755491 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.212,0,0.1,0.672,0.101,0.127,0.129,0.408,0,0.25,0.657,0.437,0.44,0.429,mismatch
7936#202900030 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.151,0,0.067,0.574,0.072,0.177,0.069,0.408,0,0.25,0.679,0.472,0.497,0.429,mismatch
7936#202900227 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.151,0,0.067,0.574,0.072,0.177,0.069,0.408,0,0.25,0.651,0.455,0.45,0.401,mismatch
7936#204419878 ==> 1,0,0.111,0,0,0,0.54,0.586,0.286,0.118,0.167,0.133,0,0.062,0.518,0.17,0.247,0.162,0.548,0,0.375,0.619,0.423,0.375,0.286,mismatch
8060#90105056 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.202,0,0.105,0.74,0.122,0.177,0.26,0.189,0,0.1,0.716,0.396,0.369,0.378,match
8060#90138537 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.101,0,0.05,0.677,0.073,0.177,0.173,0.378,0,0.222,0.644,0.442,0.494,0.252,mismatch
8060#202755491 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.189,0,0.1,0.704,0.112,0.127,0.162,0.378,0,0.222,0.625,0.404,0.423,0.378,mismatch
8060#202900030 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.202,0,0.105,0.74,0.122,0.177,0.26,0.378,0,0.222,0.644,0.438,0.486,0.378,mismatch
8060#202900227 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.202,0,0.105,0.74,0.122,0.177,0.26,0.567,0,0.375,0.701,0.526,0.561,0.589,mismatch
8552#90138609 ==> 1,0,0.125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.714,0,0.556,1,0.635,0.514,0.87,match
8552#90140166 ==> 1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.338,0,0.2,0.81,0.436,0.417,0.478,mismatch
8552#203023505 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.122,0,0.054,0.527,0.168,0.255,0.336,0.463,0,0.3,0.833,0.488,0.503,0.524,mismatch
8552#203024998 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.105,0,0.05,0.579,0.236,0.21,0.38,0.463,0,0.3,0.786,0.537,0.537,0.535,mismatch
8552#203087638 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.535,0,0.364,0.852,0.43,0.571,0.429,mismatch
9071#90138609 ==> 1,0,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.668,0,0.5,0.958,0.722,0.687,0.696,mismatch
9071#203023505 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.062,0,0.027,0.439,0.098,0.162,0.235,0.433,0,0.273,0.725,0.426,0.367,0.49,mismatch
9071#203024998 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.161,0,0.079,0.521,0.179,0.143,0.397,0.577,0,0.4,0.767,0.532,0.46,0.625,match
9312#90114398 ==> 1,0,0.25,0,0,0,0.667,0.733,0.5,0.25,0.4,0,0,0,0.254,0.014,0.231,0.121,0.516,0,0.333,0.857,0.588,0.546,0.548,match
9312#90138520 ==> 1,0,0.375,0,0,0,0.694,0.756,0.5,0.25,0.4,0,0,0,0.254,0.014,0.231,0.121,0.516,0,0.333,0.8,0.529,0.546,0.365,mismatch
9312#202537952 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.102,0,0.048,0.593,0.239,0.232,0.141,0.224,0,0.125,0.754,0.43,0.324,0.3,mismatch
9312#202537969 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.102,0,0.048,0.588,0.239,0.232,0.141,0.224,0,0.125,0.754,0.43,0.324,0.3,mismatch
9312#206179521 ==> 1,0,0.222,0,0,0,0.556,0.6,0.333,0.125,0.167,0,0,0,0.191,0,0.32,0,0.224,0,0.125,0.783,0.43,0.324,0.3,mismatch
9312#206854534 ==> 1,0,0,0,0,0,0.556,0.6,0.333,0.125,0.167,0.125,0,0.053,0.422,0.013,0.117,0,0.224,0,0.125,0.754,0.43,0.324,0.3,mismatch
9314#90114398 ==> 1,0,0.375,0,0,0,0.667,0.7,0.5,0.125,0.333,0,0,0,0.268,0.012,0.231,0.113,0.471,0,0.286,0.762,0.522,0.538,0.365,mismatch
9314#90138520 ==> 1,0,0.25,0,0,0,0,0.1,0.333,0.125,0.167,0,0,0,0.268,0.012,0.231,0.113,0.471,0,0.286,0.81,0.58,0.538,0.548,match
9314#202537952 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.091,0,0.04,0.563,0.214,0.232,0.131,0.204,0,0.111,0.743,0.425,0.324,0.3,mismatch
9314#202537969 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.091,0,0.04,0.559,0.214,0.232,0.131,0.204,0,0.111,0.743,0.425,0.324,0.3,mismatch
9314#206179521 ==> 1,0,0.111,0,0,0,0.556,0.6,0.333,0.125,0.167,0,0,0,0.197,0,0.32,0,0.204,0,0.111,0.752,0.425,0.324,0.3,mismatch
9314#206854534 ==> 1,0,0.111,0,0,0,0.667,0.733,0.5,0.25,0.4,0.112,0,0.043,0.362,0.011,0.117,0,0.204,0,0.111,0.743,0.425,0.324,0.3,mismatch
9355#203151776 ==> 1,0,0.222,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,0,0,0,0.521,0.338,0.302,0.365,match
9355#206725198 ==> 1,0,0.111,0,0,0,0.631,0.705,0.429,0.222,0.286,?,?,?,?,?,?,?,0.447,0,0.286,0.829,0.62,0.376,0.77,mismatch
9355#208294970 ==> 1,0,0.111,0,0,0,0.905,0.924,0.857,0.667,0.771,?,?,?,?,?,?,?,0.158,0,0.083,0.614,0.427,0.484,0.589,mismatch
9546#208294904 ==> 1,0,0.111,0,0,0,0.619,0.695,0.429,0.222,0.286,?,?,?,?,?,?,?,0.617,0,0.444,0.964,0.766,0.592,0.889,match
9546#208455792 ==> 1,0,0.111,0,0,0,0.524,0.571,0.286,0.111,0.143,?,?,?,?,?,?,?,0.401,0,0.25,0.555,0.4,0.392,0.316,mismatch
9646#203111113 ==> 1,0,0,0,0,0,0.556,0.6,0.333,0.125,0.167,?,?,?,?,?,?,?,0.73,0,0.571,0.72,0.733,0.743,0.73,match
10101#90106172 ==> 1,0,0.5,0,0,0,0.556,0.6,0.333,0.125,0.167,0.351,0,0.148,0.552,0.213,0.696,0.399,0.408,0,0.25,0.909,0.56,0.746,0.67,match
10101#90106210 ==> 1,0,0.5,?,?,?,?,?,?,?,?,0.351,0,0.148,0.552,0.213,0.696,0.399,0.433,0,0.273,0.859,0.532,0.714,0.68,mismatch
10101#90125772 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.098,0,0.034,0.418,0.022,0.214,0.107,0.5,0,0.333,0.737,0.432,0.515,0.309,mismatch
10101#90125786 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.098,0,0.034,0.418,0.022,0.214,0.107,0.463,0,0.3,0.864,0.409,0.53,0.408,mismatch
10102#90106172 ==> 1,0,0.5,0,0,0,0.667,0.7,0.333,0.125,0.167,0.332,0,0.133,0.526,0.192,0.696,0.376,0.408,0,0.25,0.909,0.56,0.746,0.67,mismatch
10102#90106210 ==> 1,0,0.5,?,?,?,?,?,?,?,?,0.332,0,0.133,0.526,0.192,0.696,0.376,0.433,0,0.273,0.859,0.532,0.714,0.68,match
10102#90125772 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.093,0,0.031,0.393,0.02,0.214,0.101,0.5,0,0.333,0.737,0.405,0.515,0.309,mismatch
10102#90125786 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.093,0,0.031,0.393,0.02,0.214,0.101,0.463,0,0.3,0.853,0.409,0.53,0.408,mismatch
10640#203024425 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0,0,0,0.274,0,0.3,0,0.571,0,0.4,0.86,0.475,0.382,0.63,match
11338#90140166 ==> 1,0,0.125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.632,0,0.444,0.819,0.667,0.574,0.877,match
11801#206722262 ==> 1,0,0,0,0,0,0,0.1,0.286,0.111,0.143,?,?,?,?,?,?,?,0.548,0,0.375,0.829,0.49,0.481,0.503,match
11801#210239335 ==> 1,0,0.111,0,0,0,0.631,0.668,0.429,0.111,0.286,?,?,?,?,?,?,?,0.424,0,0.25,0.606,0.606,0.712,0.63,mismatch
11801#210252184 ==> 1,0,0.222,0,0,0,0.69,0.721,0.333,0.1,0.286,?,?,?,?,?,?,?,0.424,0,0.25,0.523,0.438,0.462,0.408,mismatch
13155#90109367 ==> 1,0,0.125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.535,0,0.364,0.905,0.584,0.486,0.752,match
13155#201699873 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.366,0,0.217,0.66,0.32,0.277,0.363,0.401,0,0.25,0.725,0.4,0.326,0.35,mismatch
13155#201701865 ==> 1,0,0.333,?,?,?,?,?,?,?,?,0.188,0,0.103,0.674,0.298,0.208,0.27,0.316,0,0.182,0.603,0.444,0.406,0.442,mismatch
13202#10379358 ==> 0.999,0,0.25,?,?,?,?,?,?,?,?,0.273,0,0.158,0.678,0.395,0.355,0.429,0.667,0,0.5,0.892,0.776,0.81,0.617,match
13213#203025617 ==> 1,0,0.333,0,0,0,0.714,0.771,0.571,0.222,0.486,0.295,0,0.161,0.567,0.25,0.283,0.397,1,1,1,1,1,1,1,match
13213#207390502 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.08,0,0.042,0.663,0.138,0.078,0.183,0.408,0,0.25,0.658,0.447,0.449,0.401,mismatch
13213#208670546 ==> 1,0,0,0,0,0,0.743,0.769,0.429,0.111,0.286,0.105,0,0.054,0.6,0.186,0.151,0.258,0.408,0,0.25,0.678,0.463,0.494,0.401,mismatch
13580#90125772 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.189,0,0.067,0.408,0.02,0.229,0.109,0.645,0,0.455,0.713,0.514,0.612,0.798,match
13580#90125786 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.189,0,0.067,0.408,0.02,0.229,0.109,0.478,0,0.308,0.762,0.471,0.43,0.603,mismatch
13580#202291459 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0,0,0,0.294,0.011,0.48,0,0.478,0,0.308,0.578,0.4,0.47,0.426,mismatch
13581#90125772 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.189,0,0.067,0.407,0.02,0.229,0.109,0.516,0,0.333,0.667,0.453,0.582,0.57,mismatch
13581#90125786 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.189,0,0.067,0.407,0.02,0.229,0.109,0.598,0,0.417,0.83,0.517,0.481,0.804,match
13700#90108521 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.105,0,0.031,0.406,0.024,0.343,0,0.589,0,0.417,0.904,0.701,0.789,0.666,mismatch
13700#90111702 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.211,0,0.065,0.42,0.047,0.462,0.129,0.589,0,0.417,0.925,0.712,0.807,0.789,match
13701#90108521 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.211,0,0.065,0.432,0.063,0.5,0.129,0.589,0,0.417,0.925,0.718,0.807,0.79,match
13701#90111702 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.105,0,0.031,0.398,0.016,0.338,0,0.589,0,0.417,0.904,0.695,0.789,0.666,mismatch
13945#203087638 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0,0.333,0.644,0.429,0.505,0.504,mismatch
13945#207544306 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.236,0,0.133,0.674,0.168,0.29,0.665,match
13954#90104307 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.192,0,0.091,0.534,0.123,0.552,0.178,0.671,0,0.5,0.867,0.629,0.6,0.463,mismatch
13954#90105056 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.267,0,0.136,0.638,0.116,0.343,0.247,0.671,0,0.5,0.867,0.629,0.6,0.463,mismatch
13954#90128649 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.356,0,0.19,0.682,0.163,0.343,0.33,0.671,0,0.5,0.978,0.761,0.576,0.772,match
13954#90138537 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0.356,0,0.19,0.682,0.163,0.343,0.33,0.447,0,0.286,0.851,0.514,0.506,0.463,mismatch
13954#202537962 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.289,0,0.143,0.573,0.173,0.472,0.267,0.224,0,0.125,0.828,0.429,0.424,0.433,mismatch
13954#202537967 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.216,0,0.121,0.789,0.321,0.189,0.41,0.224,0,0.125,0.762,0.416,0.394,0.309,mismatch
13954#202900030 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.267,0,0.136,0.638,0.116,0.343,0.247,0.447,0,0.286,0.94,0.613,0.5,0.463,mismatch
13954#204206936 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.142,0,0.074,0.529,0.176,0.17,0.126,0.507,0,0.333,0.783,0.463,0.547,0.258,mismatch
13954#204419878 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.236,0,0.125,0.632,0.204,0.207,0.263,0.4,0,0.25,0.762,0.489,0.541,0.309,mismatch
13954#206179525 ==> 1,0,0.333,?,?,?,?,?,?,?,?,0.289,0,0.143,0.573,0.173,0.472,0.267,0.447,0,0.286,0.804,0.493,0.453,0.604,mismatch
13954#207543191 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.071,0,0.036,0.497,0.143,0.115,0.109,0.447,0,0.286,0.778,0.493,0.453,0.309,mismatch
13954#207543192 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.178,0,0.087,0.622,0.174,0.337,0.247,0.447,0,0.286,0.778,0.493,0.453,0.309,mismatch
13954#207543193 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.178,0,0.087,0.622,0.174,0.337,0.247,0.447,0,0.286,0.778,0.493,0.453,0.309,mismatch
13954#207543197 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.142,0,0.074,0.536,0.183,0.163,0.117,0.6,0,0.429,0.778,0.512,0.6,0.309,mismatch
13954#207543198 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.178,0,0.087,0.622,0.174,0.337,0.247,0.447,0,0.286,0.782,0.493,0.453,0.309,mismatch
13954#207935920 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.192,0,0.091,0.534,0.123,0.454,0.178,0.447,0,0.286,0.778,0.493,0.453,0.309,mismatch
13954#208504190 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.316,0,0.167,0.431,0.491,0.547,0.408,mismatch
13996#203025174 ==> 1,0,0.111,0,0,0,0.508,0.557,0.429,0.111,0.286,?,?,?,?,?,?,?,0.571,0,0.4,0.919,0.602,0.683,0.64,match
13996#210239335 ==> 1,0,0.333,0,0,0,0.676,0.709,0.571,0.111,0.429,?,?,?,?,?,?,?,0.338,0,0.2,0.595,0.432,0.439,0.401,mismatch
13996#210252184 ==> 1,0,0.111,0,0,0,0.69,0.721,0.444,0.1,0.286,?,?,?,?,?,?,?,0.507,0,0.333,0.595,0.476,0.513,0.433,mismatch
14033#90105156 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.083,0,0.034,0.416,0.048,0.156,0,0.535,0,0.364,0.836,0.61,0.6,0.525,match
14061#203025423 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0.252,0,0.091,0.449,0.074,0.413,0.246,0.772,0,0.625,1,0.725,0.714,0.668,match
14061#203087638 ==> 1,0,0.222,0,0,0,0.714,0.743,0.571,0.444,0.429,?,?,?,?,?,?,?,0.433,0,0.273,0.817,0.405,0.543,0.429,mismatch
14070#203162678 ==> 1,0,0.222,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,0.335,0,0.2,0.763,0.416,0.358,0.412,match
14563#202870448 ==> 1,0,0,0,0,0,0.508,0.557,0.286,0.111,0.143,0.207,0,0.088,0.591,0.283,0.596,0.513,0.632,0,0.444,0.794,0.575,0.639,0.745,match
14563#205106045 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.535,0,0.364,0.733,0.602,0.686,0.63,mismatch
14715#203021705 ==> 1,0,0.222,1,1,1,1,1,1,1,1,0.327,0,0.19,0.701,0.321,0.333,0.282,0.504,0,0.333,0.843,0.531,0.533,0.527,match
15046#208294904 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.309,0,0.182,0.752,0.411,0.412,0.444,mismatch
15046#209297200 ==> 1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.404,0,0.235,0.968,0.463,0.416,0.555,match
15046#209297205 ==> 1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.378,0,0.231,0.829,0.414,0.357,0.444,mismatch
15452#90136420 ==> 1,0,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.408,0,0.25,0.84,0.452,0.422,0.504,match
15452#207934190 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0,0,0,0.334,0.009,0.087,0,0.5,0,0.333,0.694,0.506,0.514,0.421,mismatch
15452#207934191 ==> 1,0,0.111,?,?,?,?,?,?,?,?,0,0,0,0.427,0.006,0.026,0,0.5,0,0.333,0.694,0.506,0.514,0.421,mismatch
15452#208186248 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.433,0,0.273,0.817,0.422,0.427,0.408,mismatch
15452#208504307 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0,0,0,0.427,0.006,0.026,0,0.5,0,0.333,0.694,0.506,0.514,0.421,mismatch
15452#208504423 ==> 1,0,0.333,?,?,?,?,?,?,?,?,0,0,0,0.447,0.013,0.024,0.045,0.5,0,0.333,0.694,0.506,0.514,0.421,mismatch
16000#208156877 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.267,0,0.154,0.571,0.412,0.614,0.5,mismatch
16000#208156878 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.267,0,0.154,0.571,0.412,0.614,0.5,mismatch
16000#208156879 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.267,0,0.154,0.571,0.412,0.614,0.5,mismatch
16000#208226457 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.378,0,0.222,0.84,0.673,0.69,0.783,match
16000#208226458 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.429,0,0.273,0.805,0.598,0.675,0.6,mismatch
16003#208156877 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.289,0,0.167,0.611,0.442,0.614,0.527,mismatch
16003#208156878 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.289,0,0.167,0.611,0.442,0.614,0.527,mismatch
16003#208156879 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.289,0,0.167,0.611,0.442,0.614,0.527,mismatch
16003#208226457 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.408,0,0.25,0.876,0.617,0.657,0.707,mismatch
16003#208226458 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.463,0,0.3,0.884,0.64,0.675,0.632,match
16112#202900041 ==> 1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.577,0,0.4,0.934,0.597,0.404,0.615,match
16112#204559208 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.522,0,0.353,0.733,0.494,0.485,0.445,mismatch
16112#204559209 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.456,0,0.294,0.631,0.469,0.3,0.385,mismatch
16112#204559210 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.667,0,0.5,0.775,0.656,0.437,0.573,mismatch
16112#204559211 ==> 1,0,0.111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.463,0,0.3,0.713,0.482,0.248,0.43,mismatch
16309#203022472 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.144,0,0.067,0.543,0.143,0.292,0.333,0.772,0,0.625,0.814,0.711,0.646,0.714,match
16309#203023505 ==> 1,0,0.222,0,0,0,0.714,0.771,0.429,0.222,0.286,0.068,0,0.031,0.489,0.07,0.145,0.19,0.463,0,0.3,0.814,0.405,0.362,0.401,mismatch
16309#203024998 ==> 1,0,0.333,0,0,0,0.714,0.743,0.429,0.111,0.286,0.118,0,0.059,0.559,0.129,0.145,0.267,0.463,0,0.3,0.814,0.405,0.314,0.401,mismatch
16329#208294904 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0,0.333,0.776,0.48,0.568,0.471,mismatch
16329#210521578 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.463,0,0.3,0.686,0.491,0.491,0.589,match
16394#203111424 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.433,0,0.273,0.74,0.444,0.431,0.63,match
16668#90140203 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.115,0,0.053,0.636,0.234,0.291,0.43,0.676,0,0.5,0.751,0.735,0.986,0.791,mismatch
16668#90148258 ==> 1,0,0.25,?,?,?,?,?,?,?,?,0.129,0,0.056,0.365,0.018,0.231,0,0.857,0,0.75,0.994,0.921,0.989,1,match
16669#90140203 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.105,0,0.045,0.602,0.214,0.291,0.471,0.676,0,0.5,0.751,0.735,0.986,0.791,match
16669#90148258 ==> 1,0,0.125,?,?,?,?,?,?,?,?,0.118,0,0.048,0.362,0.015,0.231,0,0.714,0,0.556,0.982,0.842,0.978,0.875,mismatch
16741#201959840 ==> 1,0,0.222,0,0,0,0.778,0.867,0.667,0.5,0.667,?,?,?,?,?,?,?,0.632,0,0.462,0.875,0.718,0.696,0.909,match
16758#90137168 ==> 1,0,0.375,?,?,?,?,?,?,?,?,0,0,0,0.342,0,0.333,0,0.676,0,0.5,0.886,0.791,0.861,0.72,match
16765#204274644 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.402,0,0.25,0.664,0.43,0.39,0.351,mismatch
16765#204274645 ==> 1,0,0.333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.422,0,0.267,0.659,0.446,0.41,0.351,mismatch
16765#204569335 ==> 1,0,0.222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.74,0,0.571,1,0.758,0.983,0.816,match
16774#90139860 ==> 1,0,0.125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.471,0,0.308,0.792,0.439,0.255,0.572,match
16877#202125720 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0,0,0,0.289,0.059,0.492,0.232,0.535,0,0.353,0.848,0.535,0.502,0.55,mismatch
16877#202434158 ==> 1,0,0,?,?,?,?,?,?,?,?,0.138,0,0.051,0.592,0.114,0.449,0.419,0.596,0,0.4,0.777,0.593,0.715,0.809,match
16877#208653765 ==> 1,0,0.222,?,?,?,?,?,?,?,?,0.151,0,0.053,0.372,0.043,0.4,0.083,0.447,0,0.273,0.524,0.442,0.594,0.408,mismatch
16877#208653767 ==> 1,0,0.333,?,?,?,?,?,?,?,?,0.151,0,0.053,0.372,0.043,0.4,0.083,0.504,0,0.333,0.636,0.408,0.423,0.354,mismatch
