310-246-1501#213-665-1891 ==> 0,0,0,0,0.136,0.147,0,0,0,0,0.105,0.084,0,0,0,0.527,0.527,0.091,0.44,1,1,1,1,1,1,1,mismatch
310-246-1501#310-652-9770 ==> 0,0,0,0,0.182,0.236,0,0,0,0.832,0.789,0.789,0,0,0,0.505,0.505,0.182,0.167,1,1,1,1,1,1,1,mismatch
310-246-1501#213-655-8880 ==> 0,0,0,0.48,0.182,0.35,0,0,0,0.61,0.211,0.147,0,0,0,0.505,0.505,0.182,0.167,1,1,1,1,1,1,1,mismatch
310-246-1501#310-274-1893 ==> 0,0,0,0,0.136,0.215,0,0,0,0.553,0.105,0.267,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#310-659-9639 ==> 0,0,0,0,0.273,0.333,0,0,0,0.793,0.789,0.789,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0.572,0.572,0.167,0.2,mismatch
310-246-1501#310-550-8811 ==> 0,0,0,0,0.136,0.314,0,0,0,0.649,0.4,0.4,0,0,0,0.311,0.311,0.091,0.125,1,1,1,1,1,1,1,mismatch
310-246-1501#213-467-1108 ==> 0,0,0,0.434,0.136,0.433,0,0,0,0.61,0.263,0.147,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#213-628-3781 ==> 0,0,0,0.595,0.136,0.143,0,0,0,0.557,0.211,0.162,0,0,0,0.311,0.311,0.091,0.125,1,1,1,1,1,1,1,mismatch
310-246-1501#818-990-0500 ==> 0,0,0,0.509,0.227,0.2,0,0,0,0.547,0.368,0.412,0,0,0,0.505,0.505,0.182,0.167,1,1,1,1,1,1,1,mismatch
310-246-1501#213-627-2300 ==> 0,0,0,0,0.136,0.2,0,0,0,0.592,0.263,0.2,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#310-652-4025 ==> 0,0,0,0.497,0.182,0.6,0,0,0,0,0.211,0.133,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-829-4313 ==> 0,0,0,0.556,0.182,0.378,0,0,0,0.685,0.368,0.431,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.421,0.421,0.091,0.3,mismatch
310-246-1501#818-585-0855 ==> 0,0,0,0,0.242,0.182,0,0,0,0.61,0.316,0.2,0,0,0,0.527,0.527,0.091,0.44,1,1,1,1,1,1,1,mismatch
310-246-1501#212-582-7200 ==> 0,0,0,0,0.045,0.167,0,0,0,0.358,0.158,0.145,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-307-7311 ==> 0,0,0,0.569,0.091,0.171,0,0,0,0.439,0.158,0.145,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-319-1660 ==> 0,0,0,0.626,0.136,0.286,0,0,0,0.358,0.158,0.145,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-496-6031 ==> 0,0,0,0.504,0.136,0.25,0,0,0,0,0.105,0.133,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-877-3500 ==> 0,0,0,0.446,0.182,0.24,0,0,0,0.268,0.105,0.16,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-362-2200 ==> 0,0,0,0.709,0.182,0.467,0,0,0,0.468,0.176,0.137,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-757-2245 ==> 0,0,0,0.535,0.182,0.367,0,0,0,0.52,0.188,0.137,0,0,0,0.571,0.571,0.167,0.182,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-966-6960 ==> 0,0,0,0.494,0.091,0.236,0,0,0,0.5,0.16,0.105,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-288-0033 ==> 0,0,0,0.616,0.136,0.5,0,0,0,0.262,0.105,0.145,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-355-7555 ==> 0,0,0,0.415,0.045,0.24,0,0,0,0,0.105,0.133,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-758-1479 ==> 0,0,0,0.292,0.136,0.229,0,0,0,0,0.158,0.167,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-754-9494 ==> 0,0,0,0.604,0.136,0.13,0,0,0,0.358,0.158,0.145,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-620-4020 ==> 0,0,0,0.5,0.091,0.147,0,0,0,0.262,0.105,0.145,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-477-0777 ==> 0,0,0,0.511,0.136,0.257,0,0,0,0.517,0.237,0.137,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-765-1737 ==> 0,0,0,0,0.227,0.236,0,0,0,0.1,0.158,0.133,0,0,0,0.566,0.566,0.167,0.182,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-223-5656 ==> 0,0,0,0,0.091,0.55,0,0,0,0,0.105,0.133,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-586-4252 ==> 0,0,0,0.47,0.045,0.236,0,0,0,0.441,0.158,0.145,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-688-6525 ==> 0,0,0,0.481,0.136,0.183,0,0,0,0.483,0.258,0.137,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-489-1515 ==> 0,0,0,0,0.182,0.455,0,0,0,0,0.158,0.133,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-484-5113 ==> 0,0,0,0.471,0.091,0.123,0,0,0,0.461,0.158,0.16,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-339-6719 ==> 0,0,0,0,0.136,0.2,0,0,0,0.375,0.105,0.16,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-752-2225 ==> 0,0,0,0.404,0.091,0.367,0,0,0,0,0.105,0.133,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-371-7777 ==> 0,0,0,0.503,0.227,0.167,0,0,0,0.366,0.105,0.145,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-754-6272 ==> 0,0,0,0.497,0.182,0.52,0,0,0,0.1,0.211,0.15,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-807-7400 ==> 0,0,0,0,0.136,0.222,0,0,0,0.513,0.188,0.137,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-627-8273 ==> 0,0,0,0,0.227,0.325,0,0,0,0.517,0.048,0.137,0,0,0,0.489,0.489,0.091,0.143,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-219-2777 ==> 0,0,0,0.53,0.227,0.3,0,0,0,0.463,0.211,0.137,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-759-5941 ==> 0,0,0,0.434,0.136,0.4,0,0,0,0.358,0.158,0.145,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-644-1900 ==> 0,0,0,0,0.182,0.229,0,0,0,0,0.105,0.133,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-245-2214 ==> 0,0,0,0,0.273,0.22,0,0,0,0,0.105,0.133,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-724-8585 ==> 0,0,0,0.459,0.136,0.289,0,0,0,0.439,0.211,0.218,0,0,0,0.39,0.39,0.077,0.182,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-260-6660 ==> 0,0,0,0.475,0.136,0.267,0,0,0,0.516,0.158,0.107,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-632-5000 ==> 0,0,0,0.594,0.227,0.255,0,0,0,0.497,0.158,0.167,0,0,0,0,0,0.045,0.091,0,0,0,0,0,0,0.171,mismatch
310-246-1501#718-522-5200 ==> 0,0,0,0.542,0.227,0.222,0,0,0,0.415,0.174,0.084,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.447,0.447,0.1,0.2,mismatch
310-246-1501#212-265-5959 ==> 0,0,0,0,0.273,0.255,0,0,0,0.516,0.158,0.16,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-677-0606 ==> 0,0,0,0.438,0.136,0.2,0,0,0,0.531,0.105,0.084,0,0,0,0.571,0.571,0.167,0.182,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-980-9393 ==> 0,0,0,0.434,0.182,0.367,0,0,0,0.441,0.105,0.145,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-371-8844 ==> 0,0,0,0.432,0.091,0.182,0,0,0,0.605,0.211,0.182,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-861-8080 ==> 0,0,0,0.467,0.227,0.231,0,0,0,0.478,0.1,0.084,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-753-1530 ==> 0,0,0,0.5,0.136,0.173,0,0,0,0,0.105,0.133,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-873-3200 ==> 0,0,0,0,0.182,0.2,0,0,0,0.512,0.091,0.126,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-315-1726 ==> 0,0,0,0.551,0.182,0.218,0,0,0,0.513,0.188,0.137,0,0,0,0.39,0.39,0.077,0.182,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-243-4020 ==> 0,0,0,0,0.318,0.227,0,0,0,0.262,0.105,0.145,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#212-921-9494 ==> 0,0,0,0,0.182,0.375,0,0,0,0,0.105,0.133,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0,0.171,mismatch
310-246-1501#702-733-8899 ==> 0,0,0,0.308,0.182,0.6,0,0,0,0.655,0.474,0.389,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-891-7349 ==> 0,0,0,0,0.182,0.26,0,0,0,0.655,0.474,0.389,0,0,0,0.715,0.743,0.25,0.273,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-732-5111 ==> 0,0,0,0,0.273,0.317,0,0,0,0,0.158,0.118,0,0,0,0,0,0,0.145,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-731-7547 ==> 0,0,0,0.561,0.136,0.255,0,0,0,0.7,0.526,0.411,0,0,0,0,0,0,0.145,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-385-3232 ==> 0,0,0,0.488,0.136,0.133,0,0,0,0.399,0.158,0.147,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-734-0410 ==> 0,0,0,0.444,0.136,0.16,0,0,0,0.609,0.421,0.389,1,1,1,1,1,1,1,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#702-731-4036 ==> 0,0,0,0.528,0.136,0.311,0,0,0,0.681,0.368,0.235,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0.672,0.705,0.4,0.375,mismatch
310-246-1501#404-261-8186 ==> 0,0,0,0.569,0.136,0.143,0,0,0,0.447,0.178,0.126,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-365-0410 ==> 0,0,0,0,0.136,0.273,0,0,0,0.514,0.194,0.116,0,0,0,0.557,0.557,0.231,0.2,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-237-2663 ==> 0,0,0,0.475,0.182,0.5,0,0,0,0.452,0.158,0.138,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-266-1440 ==> 0,0,0,0,0.136,0.173,0,0,0,0.407,0.17,0.168,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-262-3336 ==> 0,0,0,0.404,0.045,0.215,0,0,0,0.452,0.158,0.138,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-874-7600 ==> 0,0,0,0.444,0.091,0.22,0,0,0,0.515,0.263,0.138,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-681-2909 ==> 0,0,0,0,0.091,0.182,0,0,0,0,0.1,0.116,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-352-3517 ==> 0,0,0,0.467,0.182,0.2,0,0,0,0.365,0.133,0.116,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-233-7673 ==> 0,0,0,0.527,0.182,0.158,0,0,0,0.659,0.368,0.167,0,0,0,0.557,0.557,0.231,0.2,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-876-4408 ==> 0,0,0,0,0.227,0.2,0,0,0,0.438,0.1,0.116,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-876-0676 ==> 0,0,0,0.598,0.182,0.144,0,0,0,0.655,0.211,0.111,0,0,0,0.301,0.301,0.091,0.222,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-231-1368 ==> 0,0,0,0.561,0.136,0.25,0,0,0,0.414,0.146,0.147,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-876-1800 ==> 0,0,0,0,0.182,0.2,0,0,0,0.561,0.211,0.156,0,0,0,0,0.1,0.182,0.275,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-221-6362 ==> 0,0,0,0.608,0.227,0.292,0,0,0,0,0.192,0.116,0,0,0,0,0,0,0.145,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-261-3662 ==> 0,0,0,0.502,0.182,0.213,0,0,0,0.575,0.316,0.158,0,0,0,0.557,0.557,0.231,0.2,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-237-2700 ==> 0,0,0,0,0.208,0.173,0,0,0,0.557,0.316,0.138,0,0,0,0.363,0.363,0.15,0.2,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-237-2700 ==> 0,0,0,0.616,0.233,0.173,0,0,0,0.557,0.316,0.138,0,0,0,0.557,0.557,0.231,0.2,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-659-0400 ==> 0,0,0,0.514,0.172,0.173,0,0,0,0.465,0.211,0.147,0,0,0,0,0,0,0.145,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-351-9533 ==> 0,0,0,0,0.136,0.25,0,0,0,0.592,0.263,0.169,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#404-875-8424 ==> 0,0,0,0.481,0.182,0.217,0,0,0,0.547,0.105,0.178,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.465,0.465,0.2,0.286,mismatch
310-246-1501#415-387-0408 ==> 0,0,0,0.619,0.273,0.262,0,0,0,0,0.211,0.231,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-956-9662 ==> 0,0,0,0.489,0.091,0.3,0,0,0,0.599,0.211,0.162,0,0,0,0.645,0.681,0.364,0.286,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-543-6084 ==> 0,0,0,0,0.091,0.289,0,0,0,0,0.211,0.236,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-392-3505 ==> 0,0,0,0.43,0.091,0.2,0,0,0,0,0.263,0.22,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-955-5555 ==> 0,0,0,0,0.227,0.25,0,0,0,0.526,0.158,0.114,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-775-7036 ==> 0,0,0,0.368,0.136,0.26,0,0,0,0.463,0.053,0.169,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-673-7779 ==> 0,0,0,0.368,0.136,0.28,0,0,0,0.469,0.158,0.133,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-543-0573 ==> 0,0,0,0,0.182,0.2,0,0,0,0.468,0.105,0.178,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-777-9779 ==> 0,0,0,0.524,0.182,0.308,0,0,0,0,0.158,0.143,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-668-6654 ==> 0,0,0,0,0.136,0.118,0,0,0,0,0.368,0.371,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-776-5577 ==> 0,0,0,0.501,0.091,0.314,0,0,0,0,0.105,0.145,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-495-5775 ==> 0,0,0,0,0,0.3,0,0,0,0.358,0.105,0.133,0,0,0,0.39,0.39,0.077,0.182,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-989-7154 ==> 0,0,0,0.404,0.136,0.333,0,0,0,0.486,0.053,0.16,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-922-0337 ==> 0,0,0,0.508,0.182,0.164,0,0,0,0,0.053,0.145,0,0,0,0.527,0.527,0.091,0.44,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-563-4755 ==> 0,0,0,0.33,0.182,0.154,0,0,0,0,0.158,0.107,0,0,0,0.39,0.39,0.077,0.182,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-776-7825 ==> 0,0,0,0.522,0.182,0.229,0,0,0,0.454,0.105,0.16,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-296-7465 ==> 0,0,0,0.57,0.229,0.173,0,0,0,0.499,0.158,0.114,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#415-399-0499 ==> 0,0,0,0,0.227,0.218,0,0,0,0.598,0.263,0.16,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.578,0.578,0.167,0.3,mismatch
310-246-1501#310-475-9807 ==> 0,0,0,0.667,0.227,0.2,0,0,0,0,0.143,0.137,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#310-777-5877 ==> 0,0,0,0,0.273,0.25,0,0,0,0.672,0.368,0.329,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.572,0.572,0.167,0.2,mismatch
310-246-1501#310-456-5733 ==> 0,0,0,0.361,0.227,0.3,0,0,0,0.534,0.238,0.158,0,0,0,0.505,0.505,0.182,0.167,0,0,0,0.344,0.344,0.1,0.367,mismatch
310-246-1501#310-550-3900 ==> 0,0,0,0,0.136,0.317,0,0,0,0,0.211,0.169,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-451-1655 ==> 0,0,0,0.427,0.136,0.291,0,0,0,0.597,0.158,0.267,0,0,0,0.489,0.489,0.091,0.143,1,1,1,1,1,1,1,mismatch
310-246-1501#310-451-0616 ==> 0,0,0,0.415,0.136,0.1,0,0,0,0.568,0.263,0.173,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.421,0.421,0.091,0.3,mismatch
310-246-1501#213-938-2863 ==> 0,0,0,0.522,0.091,0.286,0,0,0,0.755,0.421,0.267,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#818-985-4669 ==> 0,0,0,0.49,0.136,0.222,0,0,0,0.726,0.579,0.529,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#213-239-6500 ==> 0,0,0,0.591,0.136,0.244,0,0,0,0,0.158,0.123,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-275-1101 ==> 0,0,0,0.558,0.182,0.2,0,0,0,0.564,0.316,0.133,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#213-651-2030. ==> 0,0,0,0,0.227,0.375,0,0,0,0.611,0.368,0.112,0,0,0,0.311,0.311,0.091,0.125,1,1,1,1,1,1,1,mismatch
310-246-1501#213-658-8898 ==> 0,0,0,0.432,0.091,0.5,0,0,0,0.553,0.105,0.267,0,0,0,0.39,0.39,0.077,0.182,1,1,1,1,1,1,1,mismatch
310-246-1501#213-664-7723 ==> 0,0,0,0.386,0.136,0.4,0,0,0,0.598,0.263,0.133,0,0,0,0.301,0.301,0.091,0.222,1,1,1,1,1,1,1,mismatch
310-246-1501#213-467-1052 ==> 0,0,0,0.504,0.091,0.325,0,0,0,0.659,0.421,0.337,0,0,0,0.527,0.527,0.091,0.44,1,1,1,1,1,1,1,mismatch
310-246-1501#818-356-0959 ==> 0,0,0,0,0.182,0.143,0,0,0,0.547,0.316,0.344,0,0,0,0.585,0.585,0.182,0.22,1,1,1,1,1,1,1,mismatch
310-246-1501#310-275-5200 ==> 0,0,0,0,0.227,0.3,0,0,0,0.672,0.368,0.329,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-788- ==> 0,0,0,0.497,0.045,0.24,0,0,0,0.679,0.429,0.4,0,0,0,0.508,0.508,0.167,0.182,1,1,1,1,1,1,1,mismatch
310-246-1501#310-828-1585 ==> 0,0,0,0.468,0.182,0.6,0,0,0,0.631,0.368,0.329,0,0,0,0.489,0.489,0.182,0.229,0,0,0,0.421,0.421,0.091,0.3,mismatch
310-246-1501#310-358-8585 ==> 0,0,0,0.434,0.182,0.333,0,0,0,0.832,0.842,0.789,0,0,0,0.505,0.505,0.182,0.167,1,1,1,1,1,1,1,mismatch
310-246-1501#310-208-8765 ==> 0,0,0,0.509,0.182,0.2,0,0,0,0,0.263,0.143,0,0,0,0,0,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-724-5959 ==> 0,0,0,0.459,0.136,0.229,0,0,0,0.564,0.211,0.147,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-659-1952 ==> 0,0,0,0.432,0.136,0.182,0,0,0,0.718,0.579,0.714,0,0,0,0.311,0.311,0.091,0.125,1,1,1,1,1,1,1,mismatch
310-246-1501#213-734-2773 ==> 0,0,0,0,0.182,0.371,0,0,0,0.589,0.263,0.141,0,0,0,0.489,0.489,0.091,0.143,1,1,1,1,1,1,1,mismatch
310-246-1501#310-392-3901 ==> 0,0,0,0,0.136,0.255,0,0,0,0,0.211,0.2,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0.421,0.421,0.091,0.3,mismatch
310-246-1501#310-454-3474 ==> 0,0,0,0.556,0.182,0.364,0,0,0,0.513,0.282,0.263,0,0,0,0.311,0.311,0.091,0.125,0,0,0,0,0,0.188,0.36,mismatch
310-246-1501#310-276-7605 ==> 0,0,0,0.535,0.273,0.183,0,0,0,0.599,0.316,0.312,0,0,0,0.311,0.311,0.091,0.125,1,1,1,1,1,1,1,mismatch
310-246-1501#310-277-2333 ==> 0,0,0,0,0.125,0.182,0,0,0,0,0,0.089,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#310-550-8330 ==> 0,0,0,0,0.13,0.191,0,0,0,0.568,0.263,0.12,0,0,0,0.489,0.489,0.182,0.229,1,1,1,1,1,1,1,mismatch
310-246-1501#310-837-6662 ==> 0,0,0,0,0.182,0.125,0,0,0,0.599,0.316,0.363,0,0,0,0.585,0.585,0.182,0.22,1,1,1,1,1,1,1,mismatch
310-246-1501#310-273-5578 ==> 0,0,0,0,0.273,0.308,0,0,0,0.2,0.263,0.118,0,0,0,0.455,0.455,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-552-2394 ==> 0,0,0,0.459,0.182,0.286,0,0,0,0.469,0.158,0.217,0,0,0,0,0,0,0.145,1,1,1,1,1,1,1,mismatch
310-246-1501#310-276-1886 ==> 0,0,0,0,0.091,0.4,0,0,0,0.654,0.368,0.347,0,0,0,0.527,0.527,0.091,0.44,1,1,1,1,1,1,1,mismatch
