id,name,addr,city,type
"212-966-6960","chanterelle","2harrisonst.nearhudsonst.","newyork","american"
"212-288-0033","daniel","20e.76thst.","newyork","french"
"212-355-7555","dawat","210e.58thst.","newyork","asian"
"212-758-1479","felidia","243e.58thst.","newyork","italian"
"212-754-9494","fourseasonsgrillroom","99e.52ndst.","newyork","american"
"212-620-4020","gothambar&grill","12e.12thst.","newyork","american"
"212-477-0777","gramercytavern","42e.20thst.betweenparkave.sandbroadway","newyork","american"
"212-765-1737","islandspice","402w.44thst.","newyork","telcaribbean"
"212-223-5656","jojo","160e.64thst.","newyork","american"
"212-586-4252","lacaravelle","33w.55thst.","newyork","french"
"212-688-6525","lacotebasque","60w.55thst.between5thand6thave.","newyork","french"
"212-489-1515","lebernardin","155w.51stst.","newyork","french"
"212-484-5113","lescelebrites","160centralparks","newyork","french"
"212-339-6719","lespinasse","2e.55thst.","newyork","american"
"212-752-2225","lutece","249e.50thst.","newyork","french"
"212-371-7777","manhattanoceanclub","57w.58thst.","newyork","seafood"
"212-754-6272","march","405e.58thst.","newyork","american"
"212-807-7400","mesagrill","1025thave.between15thand16thsts.","newyork","american"
"212-627-8273","micocina","57janest.offhudsonst.","newyork","mexican"
"212-219-2777","montrachet","239w.broadwaybetweenwalkerandwhitests.","newyork","french"
"212-759-5941","oceana","55e.54thst.","newyork","seafood"
"212-644-1900","parkavenuecafe","100e.63rdst.","newyork","american"
"212-245-2214","petrossian","182w.58thst.","newyork","french"
"212-724-8585","picholine","35w.64thst.","newyork","mediterranean"
"212-260-6660","pisces","95ave.aat6thst.","newyork","seafood"
"212-632-5000","rainbowroom","30rockefellerplaza","newyork","or212-632-5100american"
"718-522-5200","rivercafe","1waterst.attheeastriver","brooklyn","american"
"212-265-5959","sandomenico","240centralparks","newyork","italian"
"212-677-0606","secondavenuedeli","1562ndave.at10thst.","newyork","delicatessen"
"212-980-9393","seryna","11e.53rdst.","newyork","asian"
"212-371-8844","shunleewest","43w.65thst.","newyork","asian"
"212-861-8080","signofthedove","11103rdave.at65thst.","newyork","american"
"212-753-1530","smith&wollensky","201e.49thst.","newyork","american"
"212-873-3200","tavernonthegreen","incentralparkat67thst.","newyork","american"
"212-315-1726","unclenick's","7479thave.between50thand51ststs.","newyork","mediterranean"
"212-243-4020","unionsquarecafe","21e.16thst.","newyork","american"
"212-921-9494","virgil's","152w.44thst.","newyork","american"
"702-733-8899","chin's","3200lasvegasblvd.s","lasvegas","asian"
"702-891-7349","coyotecafe","3799lasvegasblvd.s","lasvegas","southwestern"
"702-732-5111","lemontrachet","3000w.paradiserd.","lasvegas","continental"
"702-731-7547","palacecourt","3570lasvegasblvd.s","lasvegas","continental"
"702-385-3232","secondstreetgrille","200e.fremontst.","lasvegas","seafood"
"702-734-0410","steakhouse","2880lasvegasblvd.s","lasvegas","steakhouses"
"702-731-4036","tillerman","2245e.flamingord.","lasvegas","seafood"
"404-261-8186","abruzzi","2355peachtreerd.peachtreebattleshoppingcenter","atlanta","italian"
"404-365-0410","bacchanalia","3125piedmontrd.nearpeachtreerd.","atlanta","international"
"404-237-2663","bone's","3130piedmontroad","atlanta","american"
"404-266-1440","brasserielecoze","3393peachtreerd.lenoxsquaremallnearneimanmarcus","atlanta","french"
"404-262-3336","buckheaddiner","3073piedmontroad","atlanta","american"
"404-874-7600","ciboulette","1529piedmontave.","atlanta","french"
"404-681-2909","delectables","1margaretmitchellsq.","atlanta","american"
"404-352-3517","georgiagrille","2290peachtreerd.peachtreesquareshoppingcenter","atlanta","american"
"404-233-7673","hedgeroseheightsinn","490e.pacesferryrd.","atlanta","international"
"404-876-4408","heeraofindia","595piedmontave.rioshoppingmall","atlanta","asian"
"404-876-0676","indigocoastalgrill","1397n.highlandave.","atlanta","caribbean"
"404-231-1368","lagrotta","2637peachtreerd.peachtreehousecondominium","atlanta","italian"
"404-876-1800","marymac'stearoom","224poncedeleonave.","atlanta","southern"
"404-221-6362","nikolai'sroof","255courtlandst.atharrisst.","atlanta","continental"
"404-261-3662","pano'sandpaul's","1232w.pacesferryrd.","atlanta","international"
"404-237-2700","caferitz-carltonbuckhead","3434peachtreerd.","atlanta","ext6108international"
"404-237-2700","diningroomritz-carltonbuckhead","3434peachtreerd.","atlanta","international"
"404-659-0400","restaurantritz-carltonatlanta","181peachtreest.","atlanta","continental"
"404-351-9533","toulouse","bpeachtreerd.","atlanta","french"
"404-875-8424","venividivici","4114thst.","atlanta","italian"
"415-387-0408","alainrondelli","126clementst.","sanfrancisco","french"
"415-956-9662","aqua","252californiast.","sanfrancisco","seafood"
"415-543-6084","boulevard","1missionst.","sanfrancisco","american"
"415-392-3505","cafeclaude","7claudela.","sanfrancisco","french"
"415-955-5555","camptonplace","340stocktonst.","sanfrancisco","american"
"415-775-7036","chezmichel","804northpoint","sanfrancisco","french"
"415-673-7779","fleurdelys","777sutterst.","sanfrancisco","french"
"415-543-0573","fringale","5704thst.","sanfrancisco","french"
"415-777-9779","hawthornelane","22hawthornest.","sanfrancisco","american"
"415-668-6654","khantokethaihouse","5937gearyblvd.","sanfrancisco","asian"
"415-776-5577","lafolie","2316polkst.","sanfrancisco","french"
"415-495-5775","lulu","816folsomst.","sanfrancisco","mediterranean"
"415-989-7154","masa's","648bushst.","sanfrancisco","french"
"415-922-0337","mifunejapancenterkintetsubuilding","1737postst.","sanfrancisco","asian"
"415-563-4755","plumpjackcafe","3201fillmorest.","sanfrancisco","mediterranean"
"415-776-7825","postrio","545postst.","sanfrancisco","american"
"415-296-7465","ritz-carltonrestaurantanddiningroom","600stocktonst.","sanfrancisco","american"
"415-399-0499","rosepistola","532columbusave.","sanfrancisco","italian"
"310-475-9807","adriano'sristorante","2930beverlyglencircle","losangeles","italian"
"310-777-5877","barneygreengrass","9570wilshireblvd.","beverlyhills","american"
"310-456-5733","beaurivage","26025pacificcoasthwy.","malibu","french"
"310-550-3900","bistrogarden","176n.canondr.","losangeles","californian"
"310-451-1655","bordergrill","4thst.","losangeles","mexican"
"310-451-0616","broadwaydeli","3rdst.promenade","santamonica","american"
"213-938-2863","ca'brea","346s.labreaave.","losangeles","italian"
"818-985-4669","ca'delsol","4100cahuengablvd.","losangeles","italian"
"213-239-6500","cafepinot","700w.fifthst.","losangeles","californian"
"310-275-1101","californiapizzakitchen","207s.beverlydr.","losangeles","californian"
"213-651-2030.","canter's","419n.fairfaxave.","losangeles","american"
"213-658-8898","cava","3rdst.","losangeles","mediterranean"
"213-664-7723","chachacha","656n.virgilave.","losangeles","caribbean"
"213-467-1052","chandara","310n.larchmontblvd.","losangeles","asian"
"818-356-0959","clearwatercafe","168w.coloradoblvd.","losangeles","healthfood"
"310-275-5200","diningroom","9500wilshireblvd.","losangeles","californian"
"310-788-","dive!","10250santamonicablvd.","losangeles","diveamerican"
"310-828-1585","drago","2628wilshireblvd.","santamonica","italian"
"310-358-8585","drai's","730n.lacienegablvd.","losangeles","french"
"310-208-8765","dynastyroom","930hilgardave.","losangeles","continental"
"310-724-5959","eclipse","8800melroseave.","losangeles","californian"
"310-659-1952","eddebevic's","134n.lacienega","losangeles","american"
"213-734-2773","elcholo","1121s.westernave.","losangeles","mexican"
"310-392-3901","gilliland's","2424mainst.","santamonica","american"
"310-454-3474","gladstone's","4fish17300pacificcoasthwy.atsunsetblvd.","pacificpalisades","american"
"310-276-7605","hardrockcafe","8600beverlyblvd.","losangeles","american"
"310-277-2333","harry'sbar&americangrill","2020ave.ofthestars","losangeles","italian"
"310-550-8330","ilfornaiocucinaitaliana","301n.beverlydr.","losangeles","italian"
"310-837-6662","jacksprat'sgrill","10668w.picoblvd.","losangeles","healthfood"
"310-273-5578","jackson'sfarm","439n.beverlydrive","losangeles","californian"
"310-552-2394","jimmy's","201morenodr.","losangeles","continental"
"310-276-1886","joss","9255sunsetblvd.","losangeles","asian"
"310-289-0660","lecolonial","8783beverlyblvd.","losangeles","asian"
"310-659-6919","ledome","8720sunsetblvd.","losangeles","french"
"213-667-0777","louise'strattoria","4500losfelizblvd.","losangeles","italian"
"213-628-6717","monkeeseafoodrestaurant","679n.springst.","losangeles","asian"
"310-276-5205","morton's","8764melroseave.","losangeles","american"
"310-274-0101","nate'n'al's","414n.beverlydr.","losangeles","american"
"213-485-0927","nicola","601s.figueroast.","losangeles","american"
"310-394-5669","oceanavenue","1401oceanave.","santamonica","american"
"310-479-4187","orleans","11705nationalblvd.","losangeles","cajun"
"213-483-6000","pacificdiningcar","6thst.","losangeles","american"
"818-761-9126","paty's","10001riversidedr.","tolucalake","american"
"213-461-8800","pinothollywood","1448n.gowerst.","losangeles","californian"
"818-784-4400","posto","14928venturablvd.","shermanoaks","italian"
"310-277-7346","prego","362n.camdendr.","losangeles","italian"
"310-274-7427","rj'stheribjoint","252n.beverlydr.","losangeles","american"
"310-393-6545","remi","3rdst.promenade","santamonica","italian"
"213-680-9355","restauranthorikawa","111s.sanpedrost.","losangeles","asian"
"213-466-9329","roscoe'shouseofchicken'n'waffles","1514n.gowerst.","losangeles","american"
"310-399-4800","schatzionmain","3110mainst.","losangeles","continental"
"213-651-0346","sofi","3rdst.","losangeles","mediterranean"
"213-653-5858","swingers","8020beverlyblvd.","losangeles","american"
"213-658-6340","tavolacalda","7371melroseave.","losangeles","italian"
"310-859-0926","themandarin","430n.camdendr.","losangeles","asian"
"213-937-5733","tommytang's","7313melroseave.","losangeles","asian"
"310-456-0169","tradinoi","3835crosscreekrd.","losangeles","italian"
"310-276-6345","tradervic's","9876wilshireblvd.","losangeles","asian"
"213-660-4446","vida","1930northhillhurstave.","losfeliz","american"
"310-823-5396","westbeachcafe","60n.veniceblvd.","losangeles","american"
"212-964-0380","20mott","20mottst.betweenboweryandpellst.","newyork","asian"
"212-989-1220","9jonesstreet","9jonesst.","newyork","american"
"212-903-3918","adrienne","7005thave.at55thst.","newyork","french"
"212-473-2602","agrotikon","322e.14st.between1stand2ndaves.","newyork","mediterranean"
"212-473-8388","aja","937broadwayat22ndst.","newyork","american"
"212-759-0590","alamo","304e.48thst.","newyork","mexican"
"212-627-8899","alley'send","311w.17thst.","newyork","american"
"212-702-5014","ambassadorgrill","1unitednationsplazaat44thst.","newyork","american"
"212-684-2122","americanplace","2parkave.at32ndst.","newyork","american"
"212-308-0112","anchevivolo","222e.58thst.between2ndand3rdaves.","newyork","italian"
"212-838-0440","arizona","206206e.60thst.","newyork","american"
"212-677-3820","arturo's","106w.houstonst.offthompsonst.","newyork","italian"
"212-385-0313","aumandarin","200-250veseyst.worldfinancialcenter","newyork","asian"
"212-355-1112","baranise","10223rdave.between60thand61ststs.","newyork","mediterranean"
"212-246-9171","barbetta","321w.46thst.","newyork","italian"
"212-581-8888","benbenson's","123w.52ndst.","newyork","american"
"212-206-0059","bigcup","2288thave.between21stand22ndsts.","newyork","coffeebar"
"212-753-1870","billy's","9481stave.between52ndand53rdsts.","newyork","american"
"212-473-0108","bocachica","131stave.near1stst.","newyork","latinamerican"
"212-228-2200","bolo","23e.22ndst.","newyork","mediterranean"
"212-249-8484","boonthai","1393a2ndave.between72ndand73rdsts.","newyork","asian"
"212-758-0323","bouterin","420e.59thst.off1stave.","newyork","french"
"212-727-2775","brothersbar-b-q","225varickst.atclarkstonst.","newyork","american"
"212-688-4190","bruno","240e.58thst.","newyork","italian"
"212-840-6500","bryantparkgrillroofrestaurantandbpcafe","25w.40thst.between5thand6thaves.","newyork","american"
"212-254-1200","c3","103waverlypl.nearwashingtonsq.","newyork","american"
"212-995-8500","ct","111e.22ndst.betweenparkave.sandlexingtonave.","newyork","french"
"212-988-2655","cafebianco","14862ndave.between77thand78thsts.","newyork","coffeebar"
"212-484-5120","cafebotanica","160centralparks","newyork","french"
"212-724-5846","cafelafortuna","69w.71stst.","newyork","coffeebar"
"212-873-7411","cafeluxembourg","200w.70thst.","newyork","french"
"212-940-8185","cafepierre","2e.61stst.","newyork","french"
"212-818-1222","cafecentro","200parkave.between45thst.andvanderbiltave.","newyork","french"
"212-924-7653","cafefes","246w.4thst.atcharlesst.","newyork","mediterranean"
"212-982-5275","caffedante","81macdougalst.betweenhoustonandbleekersts.","newyork","coffeebar"
"212-645-4431","caffedell'artista","46greenwichave.","newyork","coffeebar"
"212-473-2642","caffelure","169sullivanst.betweenhoustonandbleeckersts.","newyork","french"
"212-475-9557","caffereggio","119macdougalst.between3rdandbleeckersts.","newyork","coffeebar"
"212-226-8413","cafferoma","385broomest.atmulberry","newyork","coffeebar"
"212-691-7538","caffevivaldi","32jonesst.atbleeckerst.","newyork","coffeebar"
"212-691-8136","caffebondiristorante","7w.20thst.","newyork","italian"
"212-966-4900","capsoutofreres","451washingtonst.nearwattsst.","newyork","french"
"212-697-9538","captain'stable","8602ndave.at46thst.","newyork","seafood"
"212-505-0005","casalafemme","150woosterst.betweenhoustonandprincests.","newyork","middleeastern"
"212-343-9012","cendrillonasiangrill&marimbabar","45mercerst.betweenbroomeandgrandsts.","newyork","asian"
"212-505-0727","chezjacqueline","72macdougalst.betweenw.houstonandbleeckersts.","newyork","french"
"212-371-2323","chiam","160e.48thst.","newyork","asian"
"212-333-7788","chinagrill","60w.53rdst.","newyork","american"
"212-956-7100","cite","120w.51stst.","newyork","french"
"212-794-0205","cocopazzo","23e.74thst.","newyork","italian"
"212-421-0334","columbusbakery","53rdsts.","newyork","coffeebar"
"212-753-5100","corradocafe","10133rdave.between60thand61ststs.","newyork","coffeebar"
"212-465-1530","cupcakecafe","5229thave.at39thst.","newyork","coffeebar"
"212-343-1212","danico","164mulberryst.betweengrandandbroomests.","newyork","italian"
"212-254-8776","dean&deluca","121princest.","newyork","coffeebar"
"212-941-9024","diva","341w.broadwayneargrandst.","newyork","italian"
"212-645-8023","dixetsept","181w.10thst.","newyork","french"
"212-986-8080","docks","6333rdave.at40thst.","newyork","seafood"
"212-732-5555","duaneparkcafe","157duanest.betweenw.broadwayandhudsonst.","newyork","american"
"212-941-7070","elteddy's","219w.broadwaybetweenfranklinandwhitests.","newyork","mexican"
"212-996-1212","emily's","13255thave.at111thst.","newyork","american"
"212-725-1333","empirekorea","6e.32ndst.","newyork","asian"
"212-496-1588","ernie's","2150broadwaybetween75thand76thsts.","newyork","american"
"212-744-3266","evergreencafe","12881stave.at69thst.","newyork","asian"
"212-226-4621","f.illeponteristorante","39desbrossesst.nearwestst.","newyork","italian"
"212-431-0021","felix","340w.broadwayatgrandst.","newyork","french"
"212-772-9000","ferrier","29e.65thst.","newyork","french"
"212-758-5757","fiftysevenfiftyseven","57e.57thst.","newyork","american"
"212-262-2525","filmcentercafe","6359thave.between44thand45thsts.","newyork","american"
"212-595-5330","fiorello'sromancafe","1900broadwaybetween63rdand64thsts.","newyork","italian"
"212-595-3139","firehouse","522columbusave.between85thand86thsts.","newyork","american"
"212-674-3823","first","871stave.between5thand6thsts.","newyork","american"
"212-874-3474","fishineddie","73w.71stst.","newyork","seafood"
"212-355-2020","fleurdejour","348e.62ndst.","newyork","coffeebar"
"212-691-8888","flowers","21west17thst.between5thand6thaves.","newyork","american"
"212-691-6359","follonico","6w.24thst.","newyork","italian"
"212-269-0144","frauncestavern","54pearlst.atbroadst.","newyork","american"
"212-533-2233","frenchroast","4586thave.at11thst.","newyork","french"
"212-799-1533","frenchroastcafe","2340broadwayat85thst.","newyork","coffeebar"
"212-564-7272","fricobar","402w.43rdst.off9thave.","newyork","italian"
"212-769-1144","fujiyamamama","467columbusave.between82ndand83rdsts.","newyork","asian"
"212-961-0574","gabriela's","685amsterdamave.at93rdst.","newyork","mexican"
"212-245-5336","gallagher's","228w.52ndst.","newyork","american"
"212-608-7300","gianni's","15fultonst.","newyork","seafood"
"212-752-3054","girafe","208e.58thst.between2ndand3rdaves.","newyork","italian"
"212-477-8427","global","33932ndave.between5thand6thsts.","newyork","american"
"212-941-0911","goldenunicorn","18e.broadwayatcatherinest.","newyork","asian"
"212-777-5922","grandticino","228thompsonst.betweenw.3rdandbleeckersts.","newyork","italian"
"212-468-8888","halcyon","151w.54thst.intherihgaroyalhotel","newyork","american"
"212-489-6565","hardrockcafe","221w.57thst.","newyork","american"
"212-249-3600","hi-liferestaurantandlounge","13401stave.at72ndst.","newyork","american"
"212-243-9579","home","20corneliast.betweenbleeckerandw.4thst.","newyork","american"
"212-786-1500","hudsonriverclub","4worldfinancialcenter","newyork","american"
"212-481-7372","itrulli","122e.27thst.betweenlexingtonandparkaves.","newyork","italian"
"212-226-6060","ilcortile","125mulberryst.betweencanalandhestersts.","newyork","italian"
"212-753-8450","ilnido","251e.53rdst.","newyork","italian"
"212-966-3371","incagrill","492broomest.nearw.broadway","newyork","latinamerican"
"212-505-5111","indochine","430lafayettest.between4thst.andastorpl.","newyork","asian"
"212-614-0747","internetcafe","82e.3rdst.between1stand2ndaves.","newyork","coffeebar"
"212-730-5848","ipanema","13w.46thst.","newyork","latinamerican"
"212-751-2323","jeanlafitte","68w.58thst.","newyork","french"
"212-869-5544","jewelofindia","15w.44thst.","newyork","asian"
"212-682-5678","jimmysung's","219e.44thst.between2ndand3rdaves.","newyork","asian"
"212-581-6464","joeallen","326w.46thst.","newyork","american"
"212-582-5252","judsongrill","152w.52ndst.","newyork","american"
"212-794-4950","l'absinthe","227e.67thst.","newyork","french"
"212-288-8791","l'auberge","11911stave.between64thand65thsts.","newyork","middleeastern"
"212-242-4705","l'aubergedumidi","310w.4thst.betweenw.12thandbanksts.","newyork","french"
"212-388-0978","l'udo","432lafayettest.nearastorpl.","newyork","french"
"212-247-2993","lareserve","4w.49thst.","newyork","french"
"212-674-7014","lanzarestaurant","1681stave.between10thand11thsts.","newyork","italian"
"212-315-0980","lattanziristorante","361w.46thst.","newyork","italian"
"212-431-0700","layla","211w.broadwayatfranklinst.","newyork","middleeastern"
"212-751-2931","lechantilly","106e.57thst.","newyork","french"
"212-752-0808","lecolonial","149e.57thst.","newyork","asian"
"212-254-4678","legamin","50macdougalst.betweenhoustonandprincests.","newyork","coffeebar"
"212-343-9599","lejardin","25clevelandpl.nearspringst.","newyork","french"
"212-727-8022","lemadri","168w.18thst.","newyork","italian"
"212-869-0900","lemarais","150w.46thst.","newyork","american"
"212-755-6244","leperigord","405e.52ndst.","newyork","french"
"212-875-1993","leselect","507columbusave.between84thand85thsts.","newyork","american"
"212-679-4111","leshalles","411parkave.sbetween28thand29thsts.","newyork","french"
"212-721-8271","lincolntavern","51w.64thst.","newyork","american"
"212-675-6700","lola","30west22ndst.between5thand6thave.","newyork","american"
"212-941-0479","luckystrike","59grandst.betweenwoosterst.andw.broadway","newyork","or212-941-0772american"
"212-787-0202","madfish","2182broadwaybetween77thand78thsts.","newyork","seafood"
"212-873-5025","mainstreet","446columbusave.between81stand82ndsts.","newyork","american"
"212-956-3976","mangiaebevi","8009thave.at53rdst.","newyork","italian"
"212-888-6556","manhattancafe","11611stave.between63rdand64thsts.","newyork","american"
"212-777-6314","manilagarden","325e.14thst.between1stand2ndaves.","newyork","asian"
"212-370-1866","marichu","342e.46thst.between1stand2ndaves.","newyork","french"
"212-229-9313","marquetpatisserie","15e.12thst.between5thave.anduniversitypl.","newyork","coffeebar"
"212-906-9173","match","160mercerst.betweenhoustonandprincests.","newyork","american"
"212-838-4343","matthew's","10303rdave.at61stst.","newyork","american"
"212-679-5535","mavallipalace","46e.29thst.","newyork","asian"
"212-807-1801","milancafeandcoffeebar","120w.23rdst.","newyork","coffeebar"
"212-838-2600","monkeybar","60e.54thst.","newyork","american"
"212-421-4433","montien","11341stave.between62ndand63rdsts.","newyork","asian"
"212-972-3315","morton's","5515thave.at45thst.","newyork","american"
"212-581-8030","motowncafe","104w.57thst.near6thave.","newyork","american"
"212-947-8482","newyorkkomtangsootbulhouse","32w.32ndst.","newyork","asian"
"212-349-0923","newyorknoodletown","281-2boweryatbayardst.","newyork","asian"
"212-255-3996","newsbar","2w.19thst.","newyork","coffeebar"
"212-233-0507","odeon","145w.broadwayatthomasst.","newyork","american"
"212-489-7212","orso","322w.46thst.","newyork","italian"
"212-944-3643","osteriaaldroge","142w.44thst.","newyork","italian"
"212-223-7575","otabe","68e.56thst.","newyork","asian"
"212-941-4168","pacifica","138lafayettest.betweencanalandhowardsts.","newyork","asian"
"212-245-4850","palio","151w.51st.st.","newyork","italian"
"212-644-9258","pamir","10651stave.at58thst.","newyork","middleeastern"
"212-288-2391","parioliromanissimo","24e.81stst.","newyork","italian"
"212-777-6211","patria","250parkave.sat20thst.","newyork","latinamerican"
"212-872-4895","peacockalley","301parkave.between49thand50thsts.","newyork","french"
"212-682-8660","pen&pencil","205e.45thst.","newyork","american"
"212-274-8883","penangsoho","109springst.betweengreeneandmercersts.","newyork","asian"
"212-535-1100","persepolis","14232ndave.between74thand75thsts.","newyork","middleeastern"
"212-333-7827","planethollywood","140w.57thst.","newyork","american"
"212-956-3055","pomaire","371w.46thst.off9thave.","newyork","latinamerican"
"212-595-8555","popovercafe","551amsterdamave.between86thand87thsts.","newyork","american"
"212-935-2888","posthouse","28e.63rdst.","newyork","american"
"212-501-0776","rain","100w.82ndst.","newyork","asian"
"212-734-4893","redtulip","439e.75thst.","newyork","easterneuropean"
"212-581-4242","remi","145w.53rdst.","newyork","italian"
"212-627-7172","republic","37aunionsq.wbetween16thand17thsts.","newyork","asian"
"212-674-4140","roettellea.g","126e.7thst.between1stave.andave.a","newyork","continental"
"212-753-7407","rosamexicano","10631stave.at58thst.","newyork","mexican"
"212-245-9600","ruth'schris","148w.51stst.","newyork","american"
"212-925-3120","s.p.q.r","133mulberryst.betweenhesterandgrandsts.","newyork","italian"
"212-982-9030","salanthony's","55irvingpl.","newyork","italian"
"212-673-0330","sammy'sroumaniansteakhouse","157chrystiest.atdelanceyst.","newyork","easteuropean"
"212-753-9015","sanpietro","18e.54thst.","newyork","italian"
"212-570-2211","santambroeus","1000madisonave.between77thand78thsts.","newyork","coffeebar"
"212-496-6280","sarabeth'skitchen","423amsterdamave.between80thand81ststs.","newyork","american"
"212-332-7610","seagrill","19w.49thst.","newyork","seafood"
"212-838-3531","serendipity","3225e.60thst.","newyork","american"
"212-744-4107","seventhregimentmessandbar","643parkave.at66thst.","newyork","american"
"212-873-3700","sfuzzi","58w.65thst.","newyork","american"
"212-977-8400","shaan","57w.48thst.","newyork","asian"
"212-734-2676","sofiafabulouspizza","1022madisonave.near79thst.","newyork","italian"
"212-966-0290","springstreetnaturalrestaurant&bar","62springst.atlafayettest.","newyork","american"
"212-245-7850","stagedeli","8347thave.between53rdand54thsts.","newyork","delicatessen"
"212-501-7515","stingray","428amsterdamave.between80thand81ststs.","newyork","seafood"
"212-334-8088","sweet'n'tartcafe","76mottst.atcanalst.","newyork","asian"
"212-925-3700","tsalon","143mercerst.atprincest.","newyork","coffeebar"
"212-956-6888","tangpavillion","65w.55thst.","newyork","asian"
"212-397-3737","tapika","9508thave.at56thst.","newyork","american"
"212-228-0604","teresa's","1031stave.between6thand7thsts.","newyork","easteuropean"
"212-666-9490","terrace","400w.119thst.betweenamsterdamandmorningsideaves.","newyork","continental"
"212-265-3566","thecoffeepot","3509thave.at49thst.","newyork","coffeebar"
"212-496-1066","thesavannahclub","2420broadwayat89thst.","newyork","american"
"212-245-9800","trattoriadell'arte","9007thave.between56thand57thsts.","newyork","italian"
"212-472-4488","triangolo","345e.83rdst.","newyork","italian"
"212-941-3900","tribecagrill","375greenwichst.nearfranklinst.","newyork","american"
"212-988-4858","troisjean","154e.79thst.betweenlexingtonand3rdaves.","newyork","coffeebar"
"212-688-5447","tseyang","34e.51stst.","newyork","asian"
"212-679-1810","turkishkitchen","3863rdave.between27thand28thsts.","newyork","middleeastern"
"212-799-0400","twotwotwo","222w.79thst.","newyork","american"
"212-674-7264","veniero'spasticceria","342e.11thst.near1stave.","newyork","coffeebar"
"212-260-5454","verbena","54irvingpl.at17thst.","newyork","american"
"212-586-7714","victor'scafe","52236w.52ndst.","newyork","latinamerican"
"212-721-0068","vince&eddie's","70w.68thst.","newyork","american"
"212-486-9592","vong","200e.54thst.","newyork","american"
"212-683-3333","waterclub","500e.30thst.","newyork","american"
"212-246-6363","west","63rdstreetsteakhouse44w.63rdst.","newyork","american"
"212-614-0620","xunta","1741stave.between10thand11thsts.","newyork","mediterranean"
"212-614-9291","zenpalate","34unionsq.eat16thst.","newyork","and212-614-9345asian"
"212-966-6722","zoe","90princest.betweenbroadwayandmercerst.","newyork","american"
"404-876-8532","abbey","163poncedeleonave.","atlanta","international"
"404-525-2062","aleck'sbarbecueheaven","783martinlutherkingjr.dr.","atlanta","barbecue"
"404-264-9546","annie'sthaicastle","3195roswellrd.","atlanta","asian"
"404-262-7379","anthonys","3109piedmontrd.justsouthofpeachtreerd.","atlanta","american"
"404-262-3165","atlantafishmarket","265pharrrd.","atlanta","american"
"404-264-1334","beesley'sofbuckhead","260e.pacesferryroad","atlanta","continental"
"404-233-2333","bertolini's","3500peachtreerd.phippsplaza","atlanta","italian"
"404-724-0901","bistango","1100peachtreest.","atlanta","mediterranean"
"770-441--0291","caferenaissance","7050jimmycarterblvd.norcross","atlanta","american"
"404-872-7203","camille's","1186n.highlandave.","atlanta","italian"
"404-365-8100","cassis","3300peachtreerd.grandhyatt","atlanta","mediterranean"
"404-524-2489","citygrill","50hurtplaza","atlanta","international"
"404-364-0212","cocoloco","40buckheadcrossingmallonthesidneymarcusblvd.","atlanta","caribbean"
"404-874-5642","colonnaderestaurant","1879cheshirebridgerd.","atlanta","southern"
"404-266-1600","dante'sdownthehatchbuckhead","3380peachtreerd.","atlanta","continental"
"404-577-1800","dante'sdownthehatch","undergroundundergroundmallundergroundatlanta","atlanta","continental"
"404-607-1622","fatmatt'sribshack","1811piedmontave.nearcheshirebridgerd.","atlanta","barbecue"
"404-875-2489","frenchquarterfoodshop","923peachtreest.at8thst.","atlanta","southern"
